time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7
2026-04-16 08:55:00,0.1667,23.2143,6.0714,-1.6786,82.7339,1.3781,284.8537,29.9559,99.1667,24.0270,24.0000,28.9276,85.0000,85.0000,85.0000,3.6836,28.7148,16.3111,11.5728,47.3888,28.6457,47.8740,115.5046,100.0000,-181.5172,-0.3359,23.3712,63.2077,20.0670,-0.3359,48.4051,20.5850,45.6359,21.2047,47.8852,20.3089,20.3521,-0.0343,26.4669,50.0000,69.9844,28.7563,0.0138,68.2694,20.1485,-58.9159,2.2110,58.3296,102.3842,30.0000,32.5000,30.8620,633.6826,1.3189,0.5448,21.0201,13.7559,67.1563,43.3573,6.1442,1.6397,6.6260,1.5800,20.9359,10.2681,19.8866,9.7928,2.3583,2.1014,10.9765,-9999.0000,28.3737,19.3387,20.5376,72.0909,19.9115,20.3257
2026-04-16 08:56:00,0.1833,21.4286,-1.7857,-1.8571,82.7346,1.3696,282.6131,30.4743,97.5000,24.0293,24.0000,26.1694,85.0000,85.0000,85.0000,4.3350,27.3781,17.1327,12.2040,54.7775,27.0120,55.1599,124.3276,100.0000,-181.5029,-0.3359,23.4342,63.0714,20.0732,-0.3359,48.4078,20.5963,45.6109,21.1482,47.8596,20.2842,20.3782,-0.0359,26.5134,50.0000,69.9844,28.7444,0.0652,68.0410,20.1427,-59.0217,2.4039,60.1023,102.3874,30.0000,32.5000,31.1953,639.6711,1.3514,0.5538,20.9741,13.7535,67.1044,43.3428,6.1360,1.5143,5.8971,1.5127,21.0002,10.2506,19.8869,9.7725,2.3541,2.0945,12.1199,-9999.0000,27.1016,19.3991,20.4611,74.7628,19.8412,20.3665
2026-04-16 08:57:00,0.2000,29.8214,8.3929,-1.2679,82.7313,1.3190,282.4871,30.8223,75.8333,22.3806,20.8000,24.3031,85.0000,85.0000,85.0000,4.5289,28.3608,17.9056,12.8274,55.1632,27.7246,54.9059,132.2075,100.0000,-181.5086,-0.3359,23.5515,62.9656,20.0708,-0.3359,48.3975,20.6062,45.5089,21.1854,47.8625,20.3070,20.4001,-0.0359,26.5337,50.0000,69.9844,28.7580,0.0652,67.8375,20.1401,-58.9763,2.1195,61.4781,102.3849,30.1667,32.6667,31.1953,651.9748,1.3850,0.5631,20.9597,13.7568,67.5194,43.3904,5.6964,1.4799,5.5419,1.4227,21.0126,10.2381,19.8178,9.7585,2.3479,2.0987,12.5909,-9999.0000,27.8427,19.5559,20.5394,75.9049,19.9144,20.3742
2026-04-16 08:58:00,0.2167,25.7143,-4.1071,-0.7679,82.7329,0.8445,284.3413,30.5503,41.6667,-13.5598,-15.2000,14.5475,85.0000,85.0000,85.0000,4.1417,30.6805,18.8533,13.6205,53.0291,29.4698,38.9514,139.4305,100.0000,-181.5143,-0.3359,23.6243,62.8837,20.0673,-0.3359,48.3835,20.6127,45.3257,21.2632,47.7835,20.3254,20.4048,-0.0364,26.5792,50.0000,69.9844,28.7613,0.0344,67.6699,20.1478,-59.7617,1.6828,62.3281,102.3820,30.0000,32.6667,31.1953,718.3294,1.3402,0.5629,21.0888,13.7645,67.2169,43.2841,5.5006,1.4850,6.5601,1.7589,20.7600,10.2379,19.7577,9.7578,2.3517,2.1152,12.5132,-9999.0000,29.9410,19.6855,20.6082,76.0738,19.8801,20.3097
2026-04-16 08:59:00,0.2333,30.0000,4.2857,1.0000,82.7312,1.3665,283.4037,31.2651,80.8333,-24.0363,-24.0000,24.2831,85.0000,85.0000,85.0000,3.8156,32.6280,18.9015,13.6683,46.7611,31.6790,33.0703,146.4693,100.0000,-181.5115,-0.3359,23.7292,62.8122,20.0773,-0.3359,48.3600,20.6153,44.9685,21.4229,47.7570,20.3216,20.4028,-0.0338,26.6452,50.0000,69.9844,28.7664,0.0549,67.4901,20.1569,-59.8537,1.9366,62.2356,102.3807,30.5000,33.1667,31.1953,738.0578,1.3700,0.5664,21.1295,13.8137,67.8582,43.5506,5.9109,1.6512,6.2026,1.6554,21.0295,10.3090,19.8917,9.8244,2.3807,2.1262,13.5933,-9999.0000,32.0503,19.7151,20.7562,74.3958,19.8457,20.2915
2026-04-16 09:00:00,0.2500,32.1429,2.1429,1.4286,82.7304,1.3652,286.9052,31.5841,68.3333,-24.0383,-24.0000,23.5552,85.0000,85.0000,85.0000,3.7445,32.4055,19.5245,14.2219,48.0535,31.8825,30.8112,152.5431,100.0000,-181.5029,-0.3359,23.9018,62.7620,20.0689,-0.3359,48.3589,20.6147,44.6611,21.5314,47.7255,20.3267,20.4194,-0.0364,26.7048,50.0000,69.9844,28.7478,0.0344,67.3235,20.1656,-59.7844,2.0688,62.1892,102.3814,30.5000,33.1667,31.1953,737.4997,1.3443,0.5703,21.1593,13.8147,67.5435,43.4162,6.3764,1.6346,6.6519,1.8321,21.0124,10.3120,19.9218,9.8265,2.3749,2.1270,14.4765,-9999.0000,32.3036,19.7727,20.8158,74.4187,19.8250,20.2918
2026-04-16 09:01:00,0.2667,32.6786,0.5357,1.7500,82.7301,0.8029,289.3788,31.5693,23.3333,-9.0161,-5.6000,14.0378,85.0000,85.0000,85.0000,3.9681,34.7092,20.1987,14.8424,49.7165,32.0208,30.2721,158.2852,100.0000,-181.5145,-0.3359,23.9931,62.7042,20.0652,-0.3359,48.3552,20.6242,44.4561,21.6025,47.7592,20.3263,20.4078,-0.0380,26.7604,50.0000,69.9844,28.7478,0.0241,67.1879,20.1823,-59.8007,2.3125,62.4479,102.3864,30.5000,33.3333,31.1953,739.1479,1.2960,0.5701,21.1442,13.8156,66.4452,43.1919,6.3324,1.6840,7.4861,2.1333,20.9172,10.3174,19.9328,9.8301,2.3610,2.1216,14.8603,-9999.0000,32.8198,19.9121,20.8888,74.3605,19.8358,20.2945
2026-04-16 09:02:00,0.2833,40.0000,7.3214,2.0000,82.7273,1.3643,284.5647,31.7796,58.3333,24.0289,24.0000,23.4527,85.0000,85.0000,85.0000,4.2329,36.3092,21.0981,15.7237,47.4123,33.8477,37.6288,164.0065,100.0000,-181.5057,-0.3359,24.0326,62.6723,20.0824,-0.3359,48.3421,20.6303,44.2125,21.7043,47.6848,20.3784,20.4409,-0.0343,26.8018,50.0000,69.9844,28.7512,0.0446,67.0849,20.2036,-60.0326,2.2922,62.7945,102.3866,30.3333,33.5000,31.1953,723.1469,1.3348,0.5761,21.2203,13.8337,68.0581,43.5494,6.2470,1.6313,6.8845,1.9052,21.0351,10.3247,19.9222,9.8364,2.3707,2.1142,15.2740,-9999.0000,34.0103,20.1768,20.9747,75.0780,19.8858,20.2620
2026-04-16 09:03:00,0.3000,40.0000,0.0000,1.9821,82.7273,1.3611,284.3913,32.2716,28.3333,24.0277,24.0000,21.8559,85.0000,85.0000,85.0000,4.5802,35.5555,22.3270,16.9682,50.4253,34.0891,44.5169,169.2885,100.0000,-181.5143,-0.3359,24.1335,62.5613,20.1514,-0.3359,48.3217,20.6340,44.0177,21.7469,47.6102,20.3837,20.4891,-0.0333,26.8536,50.0000,69.9469,28.7478,0.0035,67.0192,20.2345,-60.1790,2.4242,63.5551,102.3836,30.5000,33.5000,31.1953,711.5429,1.2620,0.5749,21.2641,13.8441,67.0966,43.4148,6.1869,1.6696,7.1548,2.0598,20.9902,10.3372,19.9481,9.8473,2.3599,2.1052,-2540.9794,-9999.0000,34.0348,20.4834,21.0082,76.1936,19.8790,20.2518
2026-04-16 09:04:00,0.3167,36.6071,-3.3929,1.9464,82.7286,0.9916,290.1006,32.1523,1.6667,15.3746,15.6000,15.9137,33.4180,33.4180,33.4180,5.3659,37.3194,23.1015,17.8051,49.6684,35.2084,41.3831,172.2336,83.3471,-181.5983,-0.3359,24.2224,62.5229,20.1743,-0.3359,48.3067,20.6268,43.8621,21.8116,47.6327,20.3997,20.5246,-0.0354,26.8935,1.2518,59.4281,28.7630,0.0035,67.2383,20.2799,-60.3255,2.8305,64.1785,102.3864,30.8333,33.5000,31.3620,545.6281,1.2595,0.5716,15.6102,7.3791,49.5840,23.2342,6.7325,1.5210,7.4480,1.5190,2.5627,1.0055,1.7065,0.7532,2.1302,1.8273,-878.3062,-9999.0000,34.8292,20.6372,21.1035,76.9904,19.9215,20.2497
2026-04-16 09:05:00,0.3333,40.0000,3.3929,1.6786,82.7273,1.3605,288.1715,32.7089,10.0000,24.0274,24.0000,21.0663,66.5087,66.5087,66.5087,3.7651,35.3980,23.1753,17.8868,52.4539,34.3079,44.1104,171.5093,100.0000,-181.4947,-0.3359,24.3036,62.4454,20.1961,-0.3359,48.3046,20.6264,43.5527,21.9602,47.5383,20.4206,20.5512,-0.0349,26.9426,33.3452,69.9844,28.7630,0.0446,66.9962,20.3311,-60.3825,1.8046,59.6457,102.3858,31.0000,33.5000,31.6953,705.9999,1.3508,0.5776,21.2162,12.2644,67.7018,38.5557,6.5239,1.8864,6.9159,1.9442,16.1699,7.3131,15.1215,6.9087,2.3689,2.1031,-346.7624,-9999.0000,33.7390,20.7554,21.2197,65.8271,19.9069,20.2422
2026-04-16 09:06:00,0.3500,39.8214,-0.1786,1.8393,82.7273,1.3580,289.0902,33.0000,5.0000,24.0285,24.0000,20.8656,80.1033,80.1033,80.1033,3.7751,34.8779,23.4671,18.2141,54.7828,33.8392,39.3585,174.3664,100.0000,-181.4945,-0.3359,24.3610,62.4274,20.2092,-0.3359,48.3056,20.6280,43.4229,22.0184,47.5443,20.4191,20.5848,-0.0375,26.9949,50.0000,69.9844,28.7613,0.0035,66.8555,20.3792,-60.3760,2.0178,55.2877,102.3858,31.0000,33.5000,32.0286,728.3144,1.3579,0.5821,21.1999,13.4203,68.4377,42.2672,6.0826,1.5738,6.8417,1.7614,21.2518,10.4226,20.0143,9.9313,2.3672,2.1059,114.8783,-9999.0000,33.6232,20.7388,21.2602,61.4418,19.8964,20.2445
2026-04-16 09:07:00,0.3667,35.1786,-4.6429,0.5357,82.7292,0.7954,285.2694,32.7935,0.0000,10.2508,6.8000,12.2153,83.1035,83.1035,83.1035,4.7638,37.1037,23.9935,18.8193,53.0404,34.9953,42.3392,178.6082,100.0000,-181.4974,-0.3359,24.4440,62.3984,20.2397,-0.3359,48.3187,20.6459,43.1814,22.1432,47.4788,20.4819,20.6017,-0.0354,27.0488,50.0000,69.9844,28.7630,0.0138,66.7583,20.4264,-60.3575,2.1602,56.7970,102.3887,31.0000,33.5000,32.1953,722.7207,1.3631,0.5845,21.0971,13.6430,66.9713,42.7302,6.5975,1.6976,7.0898,1.9943,21.1377,10.3687,19.9559,9.8787,2.3333,2.0973,135.8247,-9999.0000,34.7579,20.8668,21.3746,66.2684,19.8989,20.2978
2026-04-16 09:08:00,0.3833,32.1429,-3.0357,0.6429,82.7304,1.3456,284.8538,32.9018,0.0000,-23.9586,-24.0000,18.0276,78.2720,78.2720,78.2720,4.4680,36.0491,25.3437,20.4617,55.4697,35.6481,33.1119,182.6987,100.0000,-181.4809,-0.3359,24.4505,62.3503,20.2340,-0.3359,48.3195,20.6695,42.9027,22.3074,47.4724,20.4643,20.6256,-0.0338,27.0708,50.0000,69.9844,28.7630,0.0241,66.6617,20.4680,-60.3989,2.2718,59.1378,102.3900,31.0000,33.5000,32.1953,737.2466,1.3539,0.5819,21.1827,13.2653,67.6621,41.7268,6.0303,1.7229,6.6591,1.8611,21.1351,10.3725,19.9594,9.8833,2.3631,2.1076,30.5314,-9999.0000,35.0906,20.9757,21.5693,69.7757,19.8674,20.2992
2026-04-16 09:09:00,0.4000,38.5714,6.4286,0.8571,82.7278,1.3448,291.9772,33.2664,0.0000,-24.0348,-24.0000,17.6920,17.4878,17.4878,17.4878,5.1418,36.8198,26.3617,21.7681,57.6301,36.0419,32.7855,184.9611,100.0000,-181.4781,-0.3359,24.5715,62.2430,20.3604,-0.3359,48.2977,20.6926,42.3633,22.5612,47.4148,20.4943,20.6943,-0.0380,27.1104,83.6352,69.9844,28.7664,0.0138,66.5661,20.5229,-60.6079,2.2109,61.0337,102.3890,31.0000,33.5000,32.1953,735.3189,1.2129,0.5783,11.5172,3.8900,37.2828,12.6865,5.1894,1.5167,5.5089,1.5670,21.0973,13.2417,19.8191,12.6279,2.3696,2.1080,-2043.7843,-9999.0000,35.6181,21.2628,21.8275,72.7166,19.9394,20.2991
2026-04-16 09:10:00,0.4167,40.0000,1.4286,0.7857,82.7273,1.3394,293.0527,33.4936,0.0000,-23.1635,-21.6000,18.0511,17.7259,17.7259,17.7259,5.1112,39.1878,27.3733,23.1574,55.0013,37.9862,33.8228,180.3362,100.0000,-181.4809,-0.3359,24.6141,62.1679,20.4207,-0.3359,48.2785,20.7015,41.9120,22.7824,47.4068,20.5111,20.7036,-0.0364,27.1665,100.0000,69.9844,28.7613,0.0344,66.4822,20.5819,-60.8118,2.0789,66.9641,102.3868,31.0000,33.5000,32.1953,734.6016,1.3591,0.5805,21.0476,6.2010,67.0078,19.4867,6.3045,1.8214,6.4876,1.7785,20.9596,14.5769,19.6928,13.8963,2.3680,2.1054,-5686.6191,-9999.0000,37.6242,21.4965,22.0742,84.8334,19.9406,20.2529
2026-04-16 09:11:00,0.4333,35.7143,-4.2857,0.3036,82.7290,0.8013,294.7762,32.9768,0.0000,12.7060,14.4000,11.7510,39.2547,39.2547,39.2547,4.2027,45.6655,27.8969,23.8935,45.9406,41.9686,32.9887,176.8825,100.0000,-181.4836,-0.3256,24.6547,62.0910,20.3732,-0.3359,48.2636,20.7094,41.3567,23.0737,47.3247,20.5008,20.7322,-0.0375,27.2078,100.0000,69.9844,28.7630,0.0652,66.4155,20.6303,-61.0131,2.0281,76.6568,102.3889,31.0000,33.5000,32.1953,734.2578,1.3964,0.5789,21.0914,9.3593,66.4593,29.3082,6.1509,1.6945,6.8303,1.6056,20.7003,14.4179,19.5009,13.7441,2.3443,2.1036,-4279.4060,-9999.0000,41.8104,21.5837,22.3508,100.7927,19.8756,20.2390
2026-04-16 09:12:00,0.4500,39.2857,3.5714,-0.0714,82.7276,1.3524,285.5626,33.3963,1.6667,24.0289,24.0000,20.1917,53.5869,53.5869,53.5869,5.2742,50.9198,29.3455,26.0832,40.2746,46.0865,37.6798,177.1445,100.0000,-181.4947,-0.3359,24.6310,62.0700,20.4121,-0.3359,48.2643,20.7225,40.6723,23.4811,47.2923,20.5178,20.7919,-0.0343,27.2201,100.0000,69.9844,28.7681,0.0241,66.3547,20.6762,-61.3219,1.6319,84.5943,102.3884,31.0000,33.6667,32.1953,727.2465,1.3947,0.5883,20.9907,10.9511,67.3806,34.5665,5.7347,1.5501,5.7547,1.5009,20.7432,14.3302,19.4471,13.6473,2.3671,2.0981,-3542.4980,-9999.0000,45.9037,21.7626,22.7976,111.3843,19.8622,20.2236
2026-04-16 09:13:00,0.4667,40.0000,0.7143,0.0000,82.7273,1.3511,283.8053,33.6295,0.0000,24.0301,24.0000,19.7088,64.8438,64.8438,64.8438,4.2744,52.6391,30.1535,27.3784,36.3126,49.0372,40.7019,177.9729,100.0000,-181.4919,-0.3359,24.7495,62.0042,20.4263,-0.3359,48.2649,20.7393,39.8456,23.8796,47.2471,20.5435,20.8641,-0.0364,27.2195,100.0000,69.9844,28.7546,0.0858,66.2979,20.7408,-61.5605,1.7945,90.7583,102.3868,31.0000,33.5000,33.1953,724.6970,1.3798,0.5893,20.9807,12.0245,67.0108,37.9265,5.9743,1.5422,6.0129,1.6032,20.6743,14.2529,19.3814,13.5693,2.3448,2.0897,-1314.6862,-9999.0000,48.5656,21.9579,23.1248,119.4473,19.8819,20.2430
