time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-05-13 07:55:00,0.0000,175.8929,,,81.8182,0.0000,0.4293,292.0896,23.8848,20.8333,-6.2060,-8.0000,8.1312,21.5819,21.5819,21.5819,9.2904,20.0318,18.7168,13.6097,84.4007,21.5157,46.8208,28.8604,36.6667,-181.3523,-0.3359,23.9626,84.8402,21.2658,-0.3359,52.8941,21.6641,52.5221,21.4714,53.2085,21.4380,21.0818,0.0042,28.1829,24.3710,18.3236,28.7342,0.0241,71.8941,21.3375,-139.7507,9.9572,22.3034,102.4400,32.0000,37.3333,31.6953,1.0210,0.4950,6.8313,3.7478,21.1928,11.7877,2.0647,0.8972,2.1246,0.6712,8.0808,4.3053,7.4554,4.0653,1.0822,0.8260,26.3616,24.2222,20.2560,21.3142,21.3058,21.3529,21.8097,21.9814,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 07:56:00,0.0167,220.0000,44.1071,44.1071,81.7999,0.0000,1.3582,280.9772,25.7869,26.6667,-24.0363,-24.0000,21.0222,85.0000,85.0000,85.0000,14.1655,16.2175,15.4731,10.9587,87.2609,17.6312,130.8203,37.2621,100.0000,-181.4371,-0.3153,23.9695,75.4934,21.0667,-0.3359,52.8850,21.6622,52.7541,21.2533,53.0288,21.4134,21.1835,0.0057,28.3496,74.9922,39.9766,28.7393,0.0549,70.7554,21.3559,-118.2471,87.5467,24.4154,102.4380,30.3333,35.5000,30.6953,1.2314,0.5083,21.1352,13.7087,66.6633,43.1204,5.1514,1.6037,5.6490,1.6374,20.9468,12.5041,19.9194,12.0146,1.5200,1.2660,27.0346,23.9794,17.9919,21.5671,21.2682,28.6096,22.0051,22.3042,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 07:57:00,0.0333,220.0000,0.0000,22.0536,81.7999,593.8424,1.3488,279.9361,27.0307,0.0000,-24.0355,-24.0000,18.3344,85.0000,85.0000,85.0000,15.2236,19.0859,16.3418,11.5968,88.2785,18.3237,127.7986,54.1258,100.0000,-181.4755,-0.3359,24.0944,73.5824,21.0638,-0.3359,52.8703,21.6435,53.1480,21.1171,53.1411,21.3363,21.2306,0.0047,28.3301,74.9922,39.9766,28.7546,0.0446,70.0979,21.3717,-106.1995,85.3078,34.3573,102.4397,30.0000,34.8333,30.5286,1.3187,0.5187,21.0806,13.6631,68.3078,43.2389,4.3959,1.3703,4.9634,1.4967,20.6936,12.3185,19.5380,11.8405,1.5180,1.2558,29.9568,23.1949,20.3736,21.4267,21.1875,48.9384,21.7113,22.0754,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 07:58:00,0.0500,220.0000,0.0000,14.7024,81.7999,200.8450,1.3447,280.1365,27.8592,0.0000,-24.0406,-24.0000,17.3424,85.0000,85.0000,85.0000,14.7854,22.9180,17.3176,12.3531,79.1159,21.0883,126.1699,67.0951,100.0000,-181.4783,-0.3359,24.1956,72.4573,21.0914,-0.3359,52.8774,21.6146,53.0314,21.2311,53.1577,21.3303,21.2836,0.0036,28.2650,74.9922,39.9766,28.7647,0.0446,69.6096,21.3841,-98.8841,85.4707,45.2439,102.4495,30.0000,34.5000,30.8620,1.3175,0.5224,20.9858,13.6731,67.4267,43.1236,4.8914,1.4014,5.0283,1.4641,20.6638,12.2580,19.4997,11.7783,1.5146,1.2424,33.5782,22.2929,23.3996,21.2805,21.1318,67.2371,21.4661,21.8140,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 07:59:00,0.0667,220.0000,0.0000,11.0268,81.7999,125.1152,1.3444,283.6361,28.5740,0.0000,-24.0359,-24.0000,16.9166,85.0000,85.0000,85.0000,14.0939,26.9418,18.4596,13.2907,70.2224,24.2601,128.9681,78.9711,100.0000,-181.5091,-0.3359,24.3544,71.5737,21.1286,-0.3359,52.8849,21.6033,52.7098,21.3960,53.1118,21.3439,21.2969,0.0052,28.2270,74.9922,39.9766,28.7630,0.0138,69.2086,21.4036,-94.5057,85.5422,55.0865,102.4540,30.0000,33.8333,31.0286,1.2639,0.5208,21.0303,13.6496,66.7266,43.0411,5.3812,1.5119,6.2181,1.6619,20.4328,12.1978,19.3859,11.7204,1.4964,1.2386,38.5318,21.5607,26.1134,21.2241,21.1497,80.5782,21.2736,21.6161,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:00:00,0.0833,220.0000,0.0000,8.8214,81.7999,91.0177,1.3448,286.0308,29.2100,0.0000,-24.0355,-24.0000,17.2299,85.0000,85.0000,85.0000,14.8981,30.1325,19.1629,13.8997,62.4377,26.9622,127.3809,89.5619,100.0000,-181.5286,-0.3359,24.4863,70.8455,21.1562,-0.3359,52.8995,21.5964,52.3278,21.5725,53.0535,21.3681,21.3253,0.0052,28.1982,74.9922,39.9766,28.7393,-0.0068,68.8494,21.4214,-91.7362,79.2742,64.7280,102.4526,30.0000,34.0000,31.1953,1.3039,0.5229,21.1050,13.6413,66.6329,42.9190,5.5115,1.5878,6.4141,1.8140,20.2746,12.1484,19.2859,11.6578,1.5029,1.2435,44.3912,21.0362,28.4026,21.1974,21.2068,91.5494,21.1853,21.5292,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:01:00,0.1000,221.2500,1.2500,7.5595,81.7994,71.4279,1.3446,286.2011,29.9039,0.0000,-24.0351,-24.0000,16.8750,85.0000,85.0000,85.0000,15.5699,33.1671,19.7355,14.4140,53.9078,30.1158,125.4579,99.1372,100.0000,-181.5260,-0.3359,24.6310,70.2676,21.1893,-0.3359,52.9109,21.6008,51.8899,21.7518,52.9670,21.4022,21.3253,0.0057,28.2063,74.9922,39.9766,28.7529,-0.0479,68.5434,21.4484,-90.4322,77.4736,74.3354,102.4589,30.0000,33.5000,31.1953,1.3200,0.5346,20.9234,13.6267,66.6523,42.9532,5.1599,1.3889,5.3212,1.4639,20.1150,12.0554,18.9293,11.5870,1.4950,1.2378,50.8040,20.7010,30.8492,21.2324,21.2724,99.2364,21.1137,21.4775,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:02:00,0.1167,226.4286,5.1786,7.2194,81.7973,59.0788,1.3455,283.2652,30.3510,0.0000,-24.0391,-24.0000,16.8218,85.0000,85.0000,85.0000,13.8805,37.1329,20.3710,15.0075,47.1381,33.1645,126.8828,107.5348,100.0000,-181.5287,-0.3256,24.8003,69.7796,21.2380,-0.3359,52.9205,21.6150,51.4846,21.8949,52.8960,21.4305,21.3362,0.0005,28.2228,74.9922,39.9766,28.7495,-0.0171,68.2663,21.4732,-89.7703,73.0780,83.7089,102.4561,30.0000,33.5000,31.1953,1.3662,0.5404,20.7898,13.5978,66.2084,42.8002,5.3008,1.4347,5.2691,1.4317,20.1361,12.0211,19.1624,11.5553,1.5005,1.2359,57.3397,20.5907,33.5789,21.2593,21.3598,105.7989,21.0740,21.4250,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:03:00,0.1333,230.0000,3.5714,6.7634,81.7958,51.9194,1.3443,281.5396,30.6528,0.0000,-24.0359,-24.0000,16.5193,85.0000,85.0000,85.0000,15.7014,38.9914,21.3814,15.9985,41.9037,36.4015,125.8448,116.0663,100.0000,-181.5344,-0.3359,24.9526,69.3902,21.2750,-0.3359,52.9163,21.6299,51.0723,22.0514,52.7605,21.4892,21.3590,0.0047,28.2477,74.9922,39.9766,28.7495,0.0035,68.0163,21.5074,-89.4629,70.7277,91.4630,102.4587,30.1667,33.5000,31.1953,1.3420,0.5487,20.9214,13.6086,67.5630,43.0269,4.9022,1.3704,5.3469,1.4567,20.2837,12.0565,19.1765,11.5878,1.4922,1.2250,64.1236,20.7690,35.6252,21.3131,21.4809,111.4979,21.0976,21.4292,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:04:00,0.1500,230.0000,0.0000,6.0119,81.7958,47.2691,1.3443,279.8241,31.1536,0.0000,-24.0375,-24.0000,16.3219,85.0000,85.0000,85.0000,14.1346,41.3203,22.3206,16.9618,39.2076,38.6744,122.9755,124.6230,100.0000,-181.5203,-0.3359,25.0422,69.0844,21.3031,-0.3359,52.9275,21.6547,50.6422,22.2262,52.6350,21.5212,21.3780,0.0031,28.2822,74.9922,39.9766,28.7478,-0.0171,67.7885,21.5450,-89.5187,69.5576,97.5409,102.4631,30.1667,33.6667,31.1953,1.3891,0.5504,20.9339,13.5892,66.7958,42.8658,5.2162,1.4506,5.7926,1.5973,20.1969,12.0493,19.1345,11.5727,1.4949,1.2238,70.9708,21.2873,37.9867,21.3788,21.6158,115.4903,21.0682,21.4190,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:05:00,0.1667,230.0000,0.0000,5.4107,81.7958,0.9603,1.3438,282.3840,31.4734,0.0000,-24.0367,-24.0000,16.2263,85.0000,85.0000,85.0000,15.0207,42.3836,23.1362,17.8449,36.8481,40.7525,125.5902,131.9964,100.0000,-181.5229,-0.3256,25.1023,68.8509,21.3176,-0.3359,52.9221,21.6777,50.1941,22.3780,52.5503,21.5391,21.3947,0.0026,28.3193,9.0973,39.9766,28.7478,0.0035,67.5786,21.5859,-89.7220,67.6543,101.9060,102.4707,30.1667,33.8333,32.0286,1.3154,0.5510,21.0631,13.6977,66.9466,43.1614,5.4547,1.4732,6.0054,1.6251,4.9396,2.2699,4.1804,2.0610,1.4901,1.2270,77.1072,21.9359,39.5666,21.4306,21.7196,117.8222,21.0535,21.4334,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:06:00,0.1833,230.0000,0.0000,1.0000,81.7958,1.7190,1.3439,282.1751,31.8155,0.0000,-24.0363,-24.0000,16.0222,85.0000,85.0000,85.0000,14.5824,42.7867,23.7367,18.5210,38.1299,40.7933,127.7065,138.9874,100.0000,-181.5263,-0.3359,25.1665,68.6579,21.3361,-0.3359,52.9245,21.7054,49.8243,22.5171,52.4404,21.5865,21.4526,0.0026,28.3784,10.8943,39.9766,28.7546,0.0138,67.3695,21.6267,-90.1794,65.0802,99.5690,102.4659,30.3333,34.3333,32.1953,1.3331,0.5516,21.0416,13.6114,66.2864,42.7829,6.0454,1.7958,6.3898,1.7756,10.3477,3.1824,9.4845,2.9820,1.4911,1.2269,83.3973,22.6417,39.9522,21.4966,21.8473,109.8428,21.0887,21.4892,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:07:00,0.2000,230.0000,0.0000,1.0000,81.7958,46.5335,1.3439,280.4844,32.1219,0.0000,-24.0351,-24.0000,15.9139,85.0000,85.0000,85.0000,14.4197,40.3488,24.0574,18.8925,41.1022,39.7444,130.3318,145.2931,100.0000,-181.5005,-0.3359,25.2309,68.4837,21.3796,-0.3359,52.9139,21.7446,49.4586,22.6208,52.3280,21.6178,21.4559,0.0031,28.4208,69.9445,39.9766,28.7546,0.0241,67.1773,21.6677,-90.6435,62.8723,92.0685,102.4658,30.1667,34.5000,32.1953,1.3675,0.5585,20.9902,13.6050,66.5389,42.8438,5.5382,1.5258,6.3196,1.6745,20.4363,11.7062,19.3636,11.2416,1.4799,1.2222,89.7328,23.6073,39.3640,21.5374,21.8721,98.2685,21.0866,21.4859,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:08:00,0.2167,233.2727,3.2727,1.3273,81.7944,52.9061,1.3438,279.6809,32.4587,0.0000,-24.0351,-24.0000,15.6314,85.0000,85.0000,85.0000,15.0609,41.3574,24.7110,19.6730,42.3467,39.9200,126.9539,151.2240,100.0000,-181.4980,-0.3359,25.3003,68.3224,21.4128,-0.3359,52.8842,21.7767,49.2546,22.6691,52.2021,21.6529,21.4695,0.0010,28.4654,74.9922,39.9766,28.7546,0.0344,67.0034,21.7107,-90.9849,62.5878,90.5671,102.4665,30.5000,34.0000,32.1953,1.4337,0.5622,20.8854,13.5973,66.1868,42.8097,5.9082,1.5011,6.1571,1.5651,20.2525,12.1124,19.1228,11.6381,1.4807,1.2240,95.6593,24.6369,39.9864,21.6336,21.9544,99.3731,21.1115,21.4832,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:09:00,0.2333,240.0000,6.7273,2.0000,81.7917,49.5763,1.3438,279.0929,32.8578,0.0000,-24.0379,-24.0000,15.5133,85.0000,85.0000,85.0000,14.2979,43.5694,25.6365,20.8226,39.6067,42.2220,122.7720,156.8094,100.0000,-181.5178,-0.3359,25.3764,68.2047,21.4344,-0.3359,52.8604,21.8048,48.9291,22.8035,52.1403,21.6642,21.5083,0.0010,28.5227,74.9512,39.9766,28.7580,-0.0171,66.8309,21.7557,-91.6489,58.3342,94.4345,102.4660,31.0000,34.5000,32.1953,1.4183,0.5645,20.8758,13.5972,66.4251,42.8080,5.3308,1.4205,5.6720,1.5507,20.1115,12.0668,19.1064,11.5936,1.4870,1.2181,101.3445,25.7621,42.1058,21.6835,22.1004,105.2065,21.1156,21.4594,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:10:00,0.2500,240.0000,0.0000,2.0000,81.7917,29.1485,1.3438,280.0256,33.0336,0.0000,-24.0391,-24.0000,15.2533,85.0000,85.0000,85.0000,14.4914,45.2801,26.4817,21.9275,37.9113,44.0101,126.2214,162.0354,100.0000,-181.5004,-0.3359,25.4255,68.1091,21.4517,-0.3359,52.8432,21.8322,48.5796,22.9483,52.0747,21.6820,21.5978,0.0026,28.5845,54.8345,39.9766,28.7613,0.0138,66.6641,21.8074,-92.1103,60.2982,99.0263,102.4726,31.0000,34.5000,32.3620,1.3300,0.5648,20.9790,13.6245,66.7257,42.9087,5.3332,1.5108,5.9028,1.6112,20.3995,10.3741,19.3648,9.9680,1.4904,1.2193,106.5810,26.9608,44.0794,21.7560,22.2480,110.8789,21.1084,21.5212,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:11:00,0.2667,240.0000,0.0000,1.8750,81.7917,10.9554,1.3438,281.9126,33.2630,0.0000,-24.0399,-24.0000,15.2816,85.0000,85.0000,85.0000,14.5822,46.7895,27.3664,23.1393,37.3854,45.2841,129.7315,166.9392,100.0000,-181.4980,-0.3359,25.4964,68.0400,21.4563,-0.3359,52.8280,21.8606,48.1660,23.1324,52.0234,21.7214,21.6175,0.0026,28.6448,28.9470,39.9766,28.7546,0.0138,66.5176,21.8516,-92.5969,61.4475,101.5223,102.4701,30.8333,34.5000,32.8620,1.3906,0.5680,21.0613,13.6621,67.0101,43.0681,5.3379,1.5238,5.8775,1.6092,20.5708,7.6549,19.4649,7.3499,1.4844,1.2144,111.8394,28.3026,45.5534,21.8481,22.4173,112.1409,21.1901,21.5076,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:12:00,0.2833,240.0000,0.0000,1.3571,81.7917,22.0490,1.3438,281.6189,33.5061,0.0000,-24.0387,-24.0000,14.9917,85.0000,85.0000,85.0000,14.7658,46.6836,28.0019,24.0489,38.2788,45.5476,125.7828,171.8568,100.0000,-181.5061,-0.3359,25.5360,67.9684,21.4770,-0.3359,52.8220,21.8878,47.7958,23.2793,51.8195,21.8135,21.6285,0.0026,28.7148,45.9014,39.9766,28.7529,-0.0273,66.3794,21.8979,-93.0708,57.9889,99.5592,102.4656,31.0000,34.5000,33.1953,1.3721,0.5729,21.0170,13.6394,66.9494,42.9825,5.5061,1.5157,5.9458,1.6056,20.5984,9.4535,19.5311,9.0773,1.4631,1.2060,116.8484,29.6208,45.8607,21.9048,22.5319,107.1467,21.2425,21.6061,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:13:00,0.3000,240.0000,0.0000,1.0000,81.7917,44.7337,1.3438,280.6480,33.7343,0.0000,-24.0367,-24.0000,15.0058,85.0000,85.0000,85.0000,14.4296,47.0779,28.6418,24.9977,39.7403,45.5419,125.0310,176.3204,100.0000,-181.4924,-0.3359,25.5892,67.8852,21.5337,-0.3359,52.8038,21.9296,47.4426,23.3842,51.6674,21.8449,21.6915,0.0005,28.7568,71.7102,39.9766,28.7444,0.0344,66.2327,21.9505,-93.5366,56.3915,97.3086,102.4663,31.0000,34.5000,33.1953,1.3585,0.5717,20.9683,13.6077,67.1356,42.8831,5.5761,1.5495,6.0163,1.6246,20.5239,11.8764,19.4686,11.4152,1.4737,1.2058,121.5524,31.0118,45.8862,22.0209,22.6394,104.3565,21.2530,21.6037,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:14:00,0.3167,240.0000,0.0000,1.0000,81.7917,34.6726,1.3438,279.8068,33.9543,0.0000,-24.0367,-24.0000,14.7549,85.0000,85.0000,85.0000,14.8874,47.4421,29.5430,26.3927,40.1644,46.3519,126.3132,180.5887,100.0000,-181.4841,-0.3359,25.6564,67.7854,21.5827,-0.3359,52.7812,21.9643,47.1220,23.5383,51.6492,21.8417,21.7250,0.0021,28.8266,61.5096,39.9766,28.7427,0.0344,66.1109,22.0069,-93.7953,53.5120,98.7604,102.4662,31.0000,34.5000,33.1953,1.3404,0.5742,20.9802,13.6158,66.9228,42.9143,5.5081,1.5181,5.9750,1.6253,20.1702,10.9665,19.0994,10.5338,1.4475,1.1929,125.8724,32.4574,46.9843,22.1095,22.8400,107.7509,21.2681,21.6280,0.0378,2.5162,0.1073,0.0837,0.5625,
2026-05-13 08:15:00,0.3333,240.8929,0.8929,1.0893,81.7913,25.7066,1.3203,284.2392,34.1559,2.5000,-16.9332,-8.5333,15.5089,55.0008,55.0008,55.0008,15.2645,48.8744,30.2509,27.5362,39.2011,47.6397,126.6180,184.8634,100.0000,-181.4783,-0.3359,25.6953,67.7285,21.5853,-0.3359,52.7607,21.9957,46.6993,23.7023,51.6072,21.8531,21.7749,0.0016,28.8794,52.3742,39.9766,28.7596,0.0446,65.9893,22.0552,-94.1744,52.8501,101.3305,102.4701,31.0000,34.5000,33.1953,1.3439,0.5704,14.7494,9.1220,47.1843,28.8676,5.3944,1.5410,5.8875,1.6371,20.2792,9.8887,19.1784,9.5060,1.4585,1.1882,130.1092,33.8914,48.4063,22.1801,22.9809,110.8035,21.2750,21.6885,0.0390,1.3785,0.1131,0.0817,0.9072,
2026-05-13 08:16:00,0.3500,250.0000,9.1071,2.0000,81.7875,69.4765,1.3315,290.1751,34.2088,91.6667,33.2396,30.6000,16.9099,5.6589,5.6589,5.6589,22.0408,50.0549,30.7641,28.4163,37.6142,49.0376,120.6143,183.7454,100.0000,-181.4646,-0.3256,25.7190,67.6648,21.6219,-0.3359,52.7379,22.0302,46.3884,23.8124,51.4883,21.9061,21.8299,0.0005,28.9290,100.0000,39.9766,28.7427,0.0652,65.8635,22.1035,-94.5853,47.9763,102.3798,102.4655,31.0000,34.5000,33.3620,1.2302,0.5603,15.0402,2.9928,48.1756,9.6627,5.4752,1.5606,5.8528,1.6222,20.4356,14.2008,19.2842,13.6543,1.4474,1.1785,132.7985,35.2200,48.5180,22.2811,23.0817,111.3921,21.3265,21.7483,0.0390,1.3785,0.1131,0.0817,0.9072,
