time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-05-07 08:11:00,0.0000,0.0000,,,81.8182,0.0000,0.0000,269.7216,20.5242,0.0000,0.0000,4.8000,0.0000,23.4375,23.4375,23.4375,-175.2795,-187.8906,20.3182,14.9543,92.2174,21.6377,-176.8658,-186.0978,57.6277,-248.2049,-135.7344,-139.0051,87.5086,20.3616,-135.7344,51.1468,20.6414,52.9556,20.4722,52.5559,20.6138,-140.1508,-0.0645,25.7705,30.6825,12.7244,-115.3881,-118.1564,70.3034,20.1845,-215.8732,-118.1841,-118.4444,90.7385,36.7500,39.5000,37.3953,751.5782,1.1418,0.6651,0.1033,0.0473,0.7502,0.2312,1.0492,0.5181,1.1773,0.2170,0.8414,0.3133,0.2214,0.1711,0.4586,0.4068,27.3633,24.8523,20.3595,20.5053,20.2914,20.7683,20.9315,20.9457,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:12:00,0.0167,8.3929,8.3929,8.3929,81.8147,0.0000,0.8238,288.1491,23.5202,50.8333,12.4281,14.0000,24.4212,43.4984,43.4984,43.4984,14.3783,18.1000,15.8299,11.5423,78.3281,19.8861,61.2281,29.9103,63.3333,-249.5397,-0.3359,22.9255,82.0300,20.2857,-0.3359,51.1811,20.6535,53.1794,20.4658,52.6857,20.6078,20.1000,-0.0531,26.7422,42.4048,24.4116,28.7427,0.0241,69.8410,20.2298,-147.9019,77.9956,21.9585,102.4967,32.0000,36.6667,31.5286,750.6646,1.3681,0.6901,12.3349,7.3363,39.9541,23.3262,2.9041,0.9905,3.3179,0.9985,13.4856,7.5587,12.6242,7.2145,1.3535,1.0150,26.7832,24.6063,18.1353,20.5701,20.3135,21.2525,20.9546,21.0690,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:13:00,0.0333,10.0000,1.6071,5.0000,81.8140,0.0000,1.3973,279.4120,25.4917,100.0000,24.0324,24.0000,33.9768,85.0000,85.0000,85.0000,21.1350,16.7813,14.6169,10.3693,87.9448,16.6238,97.2940,42.8797,100.0000,-249.8669,-0.3256,22.9560,74.2796,20.0870,-0.3359,51.2307,20.6673,53.6347,20.2324,53.2493,20.4302,20.1992,-0.0536,26.9708,74.9922,34.9922,28.7512,0.0549,68.8311,20.2949,-119.9783,125.9867,25.8001,102.4879,30.0000,34.6667,29.5286,750.5397,1.5052,0.6967,21.0763,13.7537,68.6827,43.6862,4.8904,1.4538,4.9860,1.4887,21.0449,12.5023,19.9439,12.0615,1.4665,1.2152,28.0725,24.1791,17.2517,20.5119,20.2980,33.2070,20.9431,21.3007,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:14:00,0.0500,3.2143,-6.7857,1.0714,81.8169,437.4372,1.3794,282.2636,26.6871,100.0000,24.0274,24.0000,29.2759,85.0000,85.0000,85.0000,20.1690,21.2589,16.2668,11.5431,83.0844,19.2200,93.8549,58.6913,100.0000,-249.7943,-0.3359,23.0781,72.6395,20.0609,-0.3359,51.2528,20.6643,53.5876,20.3483,53.4401,20.3288,20.2440,-0.0484,26.9785,74.9922,34.9922,28.7376,0.0652,68.2450,20.3464,-103.4033,119.7906,36.3703,102.4901,30.0000,33.5000,29.5286,750.5328,1.4948,0.6942,21.0793,13.7123,67.1253,43.2801,5.5706,1.6000,5.9790,1.7188,20.5309,12.3241,19.5364,11.8828,1.4575,1.2057,31.2626,23.0855,20.6069,20.3801,20.3933,54.5769,20.5750,21.0205,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:15:00,0.0667,-4.4643,-7.6786,-1.1161,81.8200,184.0502,0.8027,289.4533,27.2078,42.5000,11.0849,8.0000,15.2731,85.0000,85.0000,85.0000,21.0943,25.5745,17.8653,12.7977,74.7308,22.5909,94.2007,70.4734,100.0000,-249.9127,-0.3359,23.2564,71.5025,20.0754,-0.3359,51.3015,20.6628,52.8921,20.6557,53.4337,20.3436,20.2768,-0.0557,26.9595,74.9922,34.9922,28.7376,0.0549,67.8120,20.3944,-92.5888,114.6318,46.7797,102.4934,29.5000,32.5000,29.8620,750.5888,1.5052,0.6984,20.9797,13.7210,66.8015,43.1357,4.8905,1.4215,5.0415,1.4609,20.4676,12.2436,19.4827,11.8181,1.4126,1.1963,35.1156,22.0767,23.8110,20.3235,20.4883,71.6338,20.3492,20.8261,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:16:00,0.0833,0.0000,4.4643,-0.0000,81.8182,120.3701,1.3665,283.4293,27.7187,69.1667,-23.8699,-24.0000,24.3808,85.0000,85.0000,85.0000,17.9409,27.8449,18.5630,13.3795,65.4072,25.5478,97.8035,82.3591,100.0000,-250.3823,-0.3359,23.4144,70.5887,20.0921,-0.3359,51.3318,20.6781,52.0891,20.9523,53.3061,20.3540,20.2721,-0.0515,26.9586,74.9922,34.9922,28.7478,0.0858,67.4464,20.4333,-85.2395,111.7220,56.2764,102.4919,29.8333,32.5000,30.1953,750.7172,1.5217,0.7050,20.9854,13.7244,68.0055,43.3761,4.9525,1.3584,4.8834,1.4054,20.6647,12.2144,19.5391,11.7927,1.4517,1.1954,40.1600,21.4090,26.0146,20.3153,20.5976,84.1545,20.2052,20.7258,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:17:00,0.1000,0.0000,0.0000,-0.0000,81.8182,90.0967,1.3648,281.7589,28.4655,42.5000,-24.0351,-24.0000,22.8206,85.0000,85.0000,85.0000,17.5329,28.9008,19.4593,14.1668,63.2377,27.0477,96.9986,92.1216,100.0000,-250.3220,-0.3359,23.6210,69.8517,20.1634,-0.3359,51.3445,20.7045,51.5355,21.0938,53.2818,20.4478,20.2954,-0.0510,26.9711,74.9922,34.9922,28.7512,-0.0273,67.0898,20.4878,-80.7245,109.1681,65.4307,102.4904,30.0000,32.5000,30.1953,750.7234,1.5110,0.7084,21.1130,13.7133,67.5691,43.3245,5.4240,1.5697,5.9950,1.6394,20.4940,12.1939,19.4433,11.7608,1.4445,1.1954,45.8039,21.0530,27.3612,20.3644,20.6204,93.8932,20.2253,20.6279,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:18:00,0.1167,0.0000,0.0000,-0.0000,81.8182,72.3755,1.3582,281.2204,29.0546,32.5000,-23.5154,-22.0000,22.0542,85.0000,85.0000,85.0000,17.6147,32.4966,20.5614,15.1908,56.5408,30.1754,94.5267,101.4091,100.0000,-250.2751,-0.3359,23.8138,69.2224,20.2781,-0.3359,51.3331,20.7331,50.9727,21.2930,53.1870,20.6503,20.3407,-0.0495,27.0173,74.9922,34.9922,28.7563,-0.0068,66.7829,20.5598,-78.5139,104.5285,74.2237,102.4922,30.0000,32.5000,30.3620,750.7607,1.5004,0.7119,21.1178,13.7030,67.2181,43.2143,5.3080,1.4368,6.4129,1.8345,20.2635,12.1493,19.3397,11.7109,1.4486,1.1933,51.9426,20.8965,30.1285,20.5669,20.7743,101.7205,20.3056,20.5992,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:19:00,0.1333,-4.6429,-4.6429,-0.5804,81.8201,5.2283,0.8066,285.0486,28.9267,19.1667,12.1535,14.0000,13.4863,85.0000,85.0000,85.0000,17.8385,36.8361,21.9316,16.5580,47.6567,34.7584,94.9130,110.9272,100.0000,-250.0493,-0.3359,23.9995,68.5053,20.3384,-0.3359,51.3318,20.7624,50.3120,21.5251,52.5654,20.6201,20.3672,-0.0521,27.0714,20.9573,34.9922,28.7444,0.0858,66.5064,20.6327,-74.2780,105.7182,82.3510,102.4951,30.0000,32.5000,30.8620,750.9282,1.5402,0.7173,21.0830,13.7446,66.5143,43.1663,5.1189,1.3468,6.1699,1.6105,6.9269,3.7973,6.0589,3.5693,1.4173,1.1923,58.9417,20.9934,33.2076,20.5520,20.9625,106.8143,20.0983,20.5647,0.0497,2.1138,0.1017,0.0789,0.5552,
2026-05-07 08:20:00,0.1500,0.0000,4.6429,-0.0000,81.8182,0.0000,1.3602,282.2231,29.9251,19.1667,24.0254,24.0000,21.6268,85.0000,85.0000,85.0000,21.2163,37.9553,21.8154,16.4322,42.4696,36.6366,94.5977,119.8272,100.0000,-250.0355,-0.3256,24.0781,68.0624,20.2967,-0.3359,51.3293,20.7957,49.6234,21.7352,52.6826,20.4641,20.3673,-0.0542,27.1289,0.0000,34.9922,28.7512,-0.0068,66.2722,20.6740,-72.9723,108.7814,84.9368,102.4968,30.0000,32.5000,31.1953,750.9276,1.4914,0.7166,21.2162,13.7804,67.2767,43.4422,5.5025,1.5443,6.4123,1.7878,1.1440,0.4197,0.4182,0.2584,1.4432,1.1900,65.6183,21.0305,33.2733,20.5036,21.0687,101.8901,20.0032,20.5739,0.0497,2.1138,0.1017,0.0789,0.5552,
