time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7
2026-04-28 08:05:00,0.0000,2.8571,,,82.7273,0.4428,294.3298,24.4934,41.6667,8.1220,11.3333,12.5374,21.5819,21.5819,21.5819,5.3651,20.9286,11.3442,8.3466,52.3759,21.5418,13.7174,30.7451,38.3333,-181.5275,-0.3359,23.2901,86.1717,21.0346,-0.3359,49.7271,21.0458,50.0983,21.0491,48.8250,21.2534,20.9068,0.0166,26.6807,24.3710,20.0829,28.7546,0.0035,74.5265,20.8202,-121.7758,1.9569,23.1358,102.5196,32.1667,31.5000,30.1953,736.8803,1.0470,0.5065,6.8437,3.8465,21.4623,12.0597,2.2352,0.8628,2.2984,0.6053,8.3867,4.4125,7.7454,4.1730,1.0646,0.8288,-9999.0000,23.5845,20.2142,21.5413,20.9218,21.3176,21.6428,21.4153
2026-04-28 08:06:00,0.0167,20.1786,17.3214,17.3214,82.7205,1.3736,280.8907,26.1583,142.5000,34.0537,34.0000,40.2577,85.0000,85.0000,85.0000,3.7953,17.0978,11.8530,8.6335,65.3475,18.4839,-0.0781,39.0193,100.0000,-181.5919,-0.3359,23.4078,76.0342,20.8055,-0.3359,49.9407,21.0631,50.8275,20.9331,49.4687,21.1460,20.9050,0.0192,26.7885,74.9922,14.9531,28.7495,0.0549,74.3972,20.8667,-109.8294,1.3368,23.1111,102.5150,32.0000,31.5000,30.1953,737.1288,1.2875,0.5257,21.2192,13.8363,69.6462,44.0752,4.9432,1.4632,5.4175,1.5624,20.9718,12.5481,20.0618,12.1565,0.7424,0.5340,-9999.0000,25.0569,18.8457,21.7770,21.1138,23.6255,21.7709,21.9430
2026-04-28 08:07:00,0.0333,20.0000,-0.1786,8.5714,82.7205,1.3368,280.3808,27.2715,100.8333,34.0526,34.0000,32.1912,85.0000,85.0000,85.0000,4.3150,17.6723,12.4272,8.9675,70.2357,17.9339,0.6949,56.3887,100.0000,-181.5747,-0.3359,23.6413,74.0693,20.8061,-0.3359,50.0403,21.0729,50.9594,21.0885,51.0481,21.1368,20.8858,0.0146,26.9115,74.9922,14.9531,28.7461,0.0858,74.5297,20.9380,-100.6688,1.5302,25.5939,102.5176,32.0000,31.3333,30.1953,737.3911,1.2962,0.5291,21.1459,13.7940,69.4453,43.8712,4.9975,1.4246,5.4468,1.5583,20.6900,12.3711,19.7714,11.9842,0.7436,0.5436,-9999.0000,27.3940,19.1540,21.8344,21.2293,27.7016,21.6878,21.7968
2026-04-28 08:08:00,0.0500,18.3929,-1.6071,5.1786,82.7212,1.0867,283.0370,27.9978,72.5000,25.9507,22.6667,23.3747,85.0000,85.0000,85.0000,4.5289,17.6840,12.9574,9.2904,73.1163,17.8443,1.0009,69.1570,100.0000,-181.5578,-0.3359,23.8511,72.9455,20.8563,-0.3359,50.0917,21.0863,51.1145,21.2068,51.5534,21.1857,20.8986,0.0161,27.0186,74.9922,14.9531,28.7427,0.0241,74.5566,21.0185,-94.3143,1.6522,30.4287,102.5220,32.0000,31.5000,30.6953,737.3496,1.2885,0.5276,21.1584,13.8136,68.1357,43.6022,5.2195,1.4728,5.7466,1.5975,20.5326,12.2700,19.6359,11.8856,0.7174,0.5454,-9999.0000,29.3264,19.1878,21.6479,21.1186,33.5553,21.4426,21.5772
2026-04-28 08:09:00,0.0667,17.5000,-0.8929,3.6607,82.7215,1.0601,285.9475,28.1615,70.8333,-24.8935,-28.3333,19.2492,85.0000,85.0000,85.0000,3.8867,19.3977,14.1857,10.0755,75.3911,18.6314,-0.0372,80.4824,100.0000,-181.5496,-0.3256,24.0423,71.8744,20.8997,-0.3256,50.1474,21.1115,51.2257,21.3318,52.0749,21.1793,20.8902,0.0130,27.1178,74.9922,14.9531,28.7630,0.0961,74.5736,21.1008,-89.6937,1.7639,36.8310,102.5224,32.0000,31.5000,31.1953,737.5873,1.2929,0.5332,21.1612,13.8167,68.6239,43.5711,5.5272,1.4913,5.9771,1.6361,20.3968,12.1676,19.4927,11.7834,0.7335,0.5426,-9999.0000,22.1513,19.6334,21.4442,21.0741,41.7257,21.2128,21.4478
2026-04-28 08:10:00,0.0833,20.1786,2.6786,3.4643,82.7205,1.2927,286.2590,29.0415,100.0000,-34.0612,-34.0000,22.7923,85.0000,85.0000,85.0000,3.8766,19.5034,14.3210,10.1618,72.4245,19.4113,0.1055,91.2270,100.0000,-181.5633,-0.3359,24.2262,71.1294,20.9559,-0.3359,50.2085,21.1452,51.1553,21.4660,52.3200,21.2518,20.8984,0.0140,27.2109,74.9922,14.9531,28.7512,0.0138,74.5794,21.1884,-86.1672,1.4185,44.3280,102.5182,32.0000,31.5000,31.1953,737.4944,1.3160,0.5406,21.1097,13.8027,68.3905,43.6392,5.5157,1.4631,5.9052,1.5990,20.3131,12.0941,19.3773,11.7061,0.7380,0.5484,-9999.0000,22.1494,19.8453,21.3365,21.0710,49.6488,21.1523,21.3525
2026-04-28 08:11:00,0.1000,20.0000,-0.1786,2.8571,82.7205,1.2984,282.7516,29.6944,100.0000,-34.0607,-34.0000,21.6877,85.0000,85.0000,85.0000,3.8055,19.8365,14.4927,10.2772,71.2205,19.8608,0.2682,101.6634,100.0000,-181.5635,-0.3359,24.3948,70.4221,21.0221,-0.3359,50.2161,21.1815,51.0179,21.5732,52.3826,21.3229,20.8931,0.0172,27.2940,74.9922,14.9531,28.7529,0.0652,74.5779,21.2743,-83.0456,1.3674,52.8917,102.5212,32.0000,31.5000,31.1953,737.7686,1.3470,0.5494,21.0775,13.7887,68.4719,43.6417,5.5358,1.4281,5.5768,1.4874,20.2769,12.0416,19.3058,11.6523,0.7414,0.5446,-9999.0000,21.7580,20.0114,21.3169,21.0698,59.4261,21.1051,21.3019
2026-04-28 08:12:00,0.1167,15.5357,-4.4643,1.8112,82.7223,0.8387,284.7455,29.8197,43.3333,-1.4576,5.1000,13.7206,85.0000,85.0000,85.0000,4.2843,20.3941,15.0419,10.6542,71.8484,20.2906,0.8792,112.0316,100.0000,-181.5385,-0.3359,24.5775,69.6643,21.0827,-0.3359,50.2357,21.2247,50.8169,21.6454,52.0845,21.4159,20.9053,0.0218,27.3832,74.9922,14.9531,28.7495,0.0138,74.5751,21.3548,-80.7267,1.3674,61.6559,102.5215,32.0000,31.5000,31.1953,738.1918,1.3277,0.5521,21.0927,13.7787,66.9935,43.2899,5.5564,1.5121,6.2611,1.6679,20.0553,11.9931,19.1831,11.6136,0.7237,0.5454,-9999.0000,21.6161,20.2346,21.3292,21.0935,68.8426,21.1373,21.2927
2026-04-28 08:13:00,0.1333,21.2500,5.7143,2.2991,82.7200,1.2974,282.7366,30.3383,100.0000,34.0547,34.0000,21.7718,85.0000,85.0000,85.0000,4.8046,20.1132,14.2456,10.1100,69.5259,20.0067,1.6318,121.3673,100.0000,-181.5551,-0.3256,24.7394,69.0360,21.1413,-0.3359,50.2588,21.2659,50.4499,21.7426,51.7991,21.4871,20.9305,0.0146,27.4685,74.9922,14.9531,28.7630,0.0344,74.5707,21.4366,-78.7629,1.8046,70.1384,102.5263,32.6667,31.5000,31.1953,738.2173,1.3154,0.5533,21.1739,13.7851,67.6549,43.3948,6.0823,1.7158,6.7573,1.8367,20.0255,11.9792,19.2150,11.5976,0.7426,0.5464,-9999.0000,22.7013,20.2926,21.3821,21.1416,77.9903,21.1474,21.2887
2026-04-28 08:14:00,0.1500,30.0000,8.7500,3.0159,82.7166,1.2935,282.7877,30.8677,100.0000,34.0542,34.0000,21.2680,85.0000,85.0000,85.0000,4.1315,19.2171,14.4214,10.2295,75.4437,18.8620,0.8178,130.0553,100.0000,-181.5332,-0.3359,24.8917,68.5348,21.2048,-0.3359,50.2581,21.3057,50.2819,21.8293,51.5415,21.5436,20.9673,0.0135,27.5457,74.9922,14.9531,28.7427,0.0961,74.5684,21.5233,-77.3176,1.8453,78.5003,102.5307,32.8333,31.5000,31.1953,738.3116,1.2864,0.5559,21.2247,13.7982,67.7993,43.4448,5.9408,1.6223,6.9006,2.0083,19.9598,11.9635,19.1697,11.5777,0.7400,0.5423,-9999.0000,22.2395,20.0878,21.4513,21.1782,87.0495,21.1065,21.2885
