time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-05-26 08:02:00,0.0000,1.6071,,,81.8182,0.0000,0.6926,295.0808,24.8728,44.1667,10.8003,12.4000,16.2665,34.3699,34.3699,34.3699,15.1225,18.8718,14.0671,10.0079,69.5897,19.8060,76.8467,21.7697,55.0000,-181.4017,-0.3359,22.2193,81.2151,20.5592,-0.3359,47.4299,21.1296,47.3331,20.6474,46.7266,21.1743,20.4422,0.0109,27.2112,47.4145,26.7546,28.7461,-0.0479,60.2323,20.5866,-89.3638,37.9033,21.3611,101.6976,30.0000,33.5000,28.3620,1.3039,0.6712,10.7553,5.9967,35.2517,19.1751,2.4838,0.9579,2.8768,0.8155,12.1412,7.4561,11.0515,7.0274,1.4031,1.0533,21.2365,20.6678,19.4524,21.0242,20.5237,21.3856,21.5129,21.3085,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:03:00,0.0167,-4.4643,-6.0714,-6.0714,81.8207,,1.3666,290.9902,26.4206,61.6667,24.0297,24.0000,24.0162,74.9922,74.9922,74.9922,27.7184,18.1089,14.7725,10.4701,80.9720,18.0960,130.2500,34.1150,100.0000,-181.4673,-0.3359,22.5255,71.7585,20.2598,-0.3359,47.4825,21.0960,47.8612,20.4749,47.3562,20.8236,20.4615,0.0120,27.1089,100.0000,43.0078,28.7478,-0.0171,59.8248,20.6078,-81.5302,69.7918,26.9913,101.6889,30.0000,32.8333,29.1953,1.4758,0.6760,21.1882,12.9544,67.2190,40.8399,5.6085,1.5656,5.6262,1.7260,21.2102,14.4752,19.8625,13.8697,1.6518,1.3820,22.2897,20.6743,18.6386,20.6950,20.6397,34.7077,21.2509,21.6276,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:04:00,0.0333,0.0000,4.4643,-0.8036,81.8188,339.4230,1.3593,288.4970,27.2932,10.8333,24.0305,24.0000,21.0097,74.9922,74.9922,74.9922,28.8678,24.1818,16.2726,11.5487,73.3680,21.2676,129.5684,48.8496,100.0000,-181.4784,-0.3359,22.7699,69.8460,20.2637,-0.3359,47.5397,21.0520,48.3141,20.4741,48.1694,20.5909,20.4763,0.0094,27.0552,100.0000,43.0078,28.7410,0.0138,59.3827,20.6290,-76.8214,76.9240,43.8229,101.6889,29.6667,32.5000,29.6953,1.5210,0.6778,21.1734,12.9253,67.7231,40.8452,5.2807,1.5687,5.6944,1.6327,20.8677,14.2611,19.5105,13.6626,1.6571,1.3807,25.2580,20.3109,23.6901,20.5242,20.6846,62.5549,20.9604,21.3515,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:05:00,0.0500,-7.8571,-7.8571,-3.1548,81.8221,154.8071,0.8029,290.8980,27.7004,2.5000,13.2327,11.2000,11.9228,74.9922,74.9922,74.9922,27.2911,31.0522,18.0111,12.9230,58.4292,26.9068,130.5755,60.6249,100.0000,-181.4893,-0.3359,23.0883,68.8451,20.3819,-0.3359,47.6492,21.0199,48.3471,20.8527,48.5589,20.6754,20.4664,0.0094,27.0736,100.0000,43.0078,28.7478,0.0138,59.1147,20.6736,-72.2393,80.7087,61.6072,101.7018,30.0000,32.5000,30.1953,1.5760,0.6833,21.0085,12.9348,66.2996,40.6162,5.6017,1.5540,5.7562,1.5813,20.7968,14.1654,19.4422,13.5762,1.6113,1.3727,28.6946,19.9101,29.6050,20.6047,20.8753,84.2353,20.7780,21.1437,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:06:00,0.0667,14.3636,22.2208,3.1891,81.8129,105.5147,1.3555,286.6439,28.0474,39.1667,-22.7613,-24.0000,22.0409,74.9922,74.9922,74.9922,23.8930,34.9368,19.3628,14.0769,45.4818,32.7152,129.1816,71.3053,100.0000,-181.4978,-0.3256,23.3474,68.0445,20.4943,-0.3359,47.8305,21.0163,48.2117,21.2457,49.1071,20.7587,20.4862,0.0062,27.1232,100.0000,43.0078,28.7580,0.0755,58.9099,20.7298,-67.7460,74.9396,76.7223,101.6990,30.0000,32.5000,30.1953,1.4735,0.6848,21.2693,12.9172,67.7592,40.8005,5.3031,1.5152,6.1440,1.7218,20.5808,14.1075,19.2779,13.5065,1.6212,1.3626,33.3411,19.6106,34.2959,20.6570,21.0553,100.9714,20.6884,21.1119,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:07:00,0.0833,19.8214,5.4578,3.6429,81.8107,83.3392,1.3636,285.0819,28.8367,27.5000,-24.0367,-24.0000,21.9076,74.9922,74.9922,74.9922,22.0921,37.3315,20.2109,14.8556,38.9726,36.4387,136.2332,80.5833,100.0000,-181.4839,-0.3359,23.6354,67.1052,20.6471,-0.3359,48.0051,21.0460,48.0630,21.4887,49.1112,20.9044,20.5206,0.0073,27.1961,100.0000,43.0078,28.7444,-0.0273,58.7385,20.8029,-64.3831,66.5967,89.2105,101.7003,30.0000,32.5000,30.3620,1.5656,0.6931,21.1318,12.8626,67.4549,40.5811,5.3899,1.5588,5.8831,1.6679,20.5584,14.0393,19.2523,13.4491,1.6182,1.3636,38.7980,19.4019,38.5234,20.7392,21.1174,113.9715,20.7051,21.1054,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:08:00,0.1000,19.6429,-0.1786,3.0060,81.8107,71.1755,1.3615,284.7939,29.4660,17.5000,-24.0267,-23.6000,21.0422,74.9922,74.9922,74.9922,21.2474,40.0441,21.4201,16.0324,33.4664,40.6175,136.1214,88.6378,100.0000,-181.4836,-0.3359,24.0052,66.9956,20.7822,-0.3359,48.1459,21.0915,48.2100,21.7287,49.6794,21.0531,20.5767,0.0052,27.2934,100.0000,43.0078,28.7529,0.0344,58.5952,20.8820,-62.2059,58.9038,99.4667,101.7040,30.0000,33.0000,31.1953,1.5194,0.6959,21.1795,12.9218,67.7591,40.7764,5.8716,1.5810,6.3780,1.6746,20.5405,14.0207,19.2194,13.4324,1.6154,1.3519,44.3015,19.2028,42.4676,20.7852,21.2824,123.0008,20.7599,21.0955,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:09:00,0.1167,4.4643,-15.1786,0.4082,81.8170,63.5982,0.7982,289.0861,29.3492,0.0000,9.3966,12.4000,11.6673,74.9922,74.9922,74.9922,22.4482,50.9478,22.5964,17.2641,27.6279,45.7202,133.8014,97.1844,100.0000,-181.4892,-0.3256,24.2834,66.7353,20.8741,-0.3359,48.2652,21.1448,48.1279,22.0469,50.0090,21.1766,20.6148,0.0057,27.4421,100.0000,43.0078,28.7495,0.0035,58.4792,20.9686,-61.1068,55.0587,107.8445,101.7056,30.0000,33.1667,31.1953,1.5033,0.7006,21.0797,12.9254,66.4587,40.5606,5.8733,1.5694,6.2575,1.6208,20.5064,14.0141,19.2190,13.4251,1.5709,1.3520,50.4974,19.0544,47.6796,20.9331,21.5913,130.4753,20.7860,21.0985,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:10:00,0.1333,10.0000,5.5357,1.0491,81.8147,58.4791,1.3484,285.1871,30.1762,0.0000,24.0274,24.0000,18.2084,74.9922,74.9922,74.9922,25.0728,51.1898,23.3401,18.0820,25.4240,48.1586,133.7608,105.0855,100.0000,-181.4895,-0.3359,24.4961,66.2822,20.9948,-0.3359,48.3468,21.2027,47.5350,22.3993,50.1323,21.2408,20.6617,0.0047,27.5796,100.0000,43.0078,28.7376,0.0446,58.3704,21.0484,-60.7730,50.1744,114.6228,101.7016,30.0000,33.5000,31.1953,1.5112,0.7032,21.1471,12.9211,67.6512,40.7557,5.9808,1.5982,6.4304,1.6809,20.4928,13.9963,19.1898,13.4048,1.6064,1.3553,56.6712,18.9510,49.3427,21.0850,21.8447,136.4719,20.7980,21.1176,0.0491,2.2590,0.1126,0.0922,0.9082,
2026-05-26 08:11:00,0.1500,10.0000,0.0000,0.9325,81.8147,54.6467,1.3460,286.0381,30.5231,0.0000,24.0281,24.0000,17.8119,74.9922,74.9922,74.9922,23.5158,54.9883,25.2193,20.2449,23.8407,51.6995,133.1095,112.6048,100.0000,-181.4727,-0.3256,24.7495,65.9960,21.0818,-0.3359,48.4191,21.2681,46.9316,22.6970,50.2408,21.3533,20.7250,0.0036,27.6953,100.0000,43.0078,28.7427,-0.0171,58.2948,21.1346,-60.9071,52.6569,120.5697,101.7073,30.0000,33.5000,31.1953,1.5898,0.7092,21.1573,12.9035,67.6691,40.6935,6.1754,1.5934,6.5057,1.6606,20.5302,13.9817,19.1854,13.3927,1.6281,1.3483,62.8389,18.8786,52.7873,21.3107,22.1274,141.5767,20.9052,21.1737,0.0491,2.2590,0.1126,0.0922,0.9082,
