time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7
2026-05-04 08:05:00,0.0000,-40.8929,,,82.7273,1.1671,283.8704,25.4404,75.8333,18.1103,19.6000,36.1921,74.0811,74.0811,74.0811,17.1262,16.3745,8.3175,6.8881,51.9161,18.4406,79.3354,23.3374,86.6667,-181.6573,-0.3359,22.1335,70.1980,20.4187,-0.3359,50.1519,20.4012,50.2261,20.4341,49.9973,20.6444,20.1174,-0.0823,25.6634,58.4057,32.8777,28.7441,-0.0392,,,-69.3353,86.0984,20.8845,102.0168,30.0000,30.6667,29.1953,749.4078,1.0908,0.5127,17.3809,11.4002,56.4614,36.2351,3.8013,1.2620,4.0277,1.2946,17.8193,10.2281,16.8236,9.8406,1.5937,1.2154,-9999.0000,-9999.0000,17.8473,20.7590,20.4012,21.8439,21.0101,20.8527
2026-05-04 08:06:00,0.0167,-44.1071,-3.2143,-3.2143,82.7285,1.4210,280.4751,26.9105,100.0000,24.0277,24.0000,40.2492,100.0000,100.0000,100.0000,19.8021,16.2634,7.2748,6.3250,54.5191,16.4806,70.4833,42.9098,99.9167,-181.6576,-0.3359,22.4335,68.1599,20.3396,-0.3359,50.2964,20.4199,51.2081,20.4984,51.1734,20.4880,20.1758,-0.0761,25.8216,54.5191,29.4766,28.7408,-0.0167,,,-70.1090,76.3074,26.9266,102.0234,30.0000,31.5000,29.1953,749.5619,1.0931,0.5160,21.1906,14.8896,68.7944,47.1587,4.7448,1.5140,5.3814,1.6696,15.8398,8.9747,14.8636,8.5895,1.4374,1.0941,-9999.0000,-9999.0000,17.7226,20.9813,20.6947,35.7081,21.0660,21.2583
2026-05-04 08:07:00,0.0333,-69.4643,-25.3571,-14.2857,82.7385,0.1561,294.8193,26.7277,5.0000,1.8478,0.0000,4.4913,6.6737,6.6737,6.6737,4.3339,18.4947,8.5425,6.9005,54.9629,17.7136,-2.7229,57.7496,14.3171,-181.5503,-0.3359,22.7631,66.4693,20.3381,-0.3359,50.4146,20.4419,51.3893,20.5766,51.6925,20.4817,20.1875,-0.0834,25.9790,1.6703,0.0000,28.7359,-0.0273,,,-71.1894,2.0992,29.6160,102.0248,30.0000,31.5000,29.1953,749.8183,0.9998,0.5013,2.7256,1.3626,9.2353,4.4936,3.1696,0.6985,3.5368,0.5285,2.2505,0.9032,1.6649,0.7124,0.4631,0.3947,-9999.0000,-9999.0000,18.8643,20.8413,20.5922,39.6001,20.8718,21.0695
2026-05-04 08:08:00,0.0500,-70.0000,-0.5357,-9.7024,82.7387,0.0000,296.9189,26.1430,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5374,19.3257,9.3212,7.2762,54.9295,18.5599,-2.7531,56.3911,0.0000,-181.5802,-0.3359,22.7935,66.4092,20.3755,-0.3359,50.5447,20.4699,51.7975,20.5927,51.8334,20.5308,20.1828,-0.0781,26.0994,0.0000,0.0000,28.7410,-0.0788,,,-71.5804,2.0281,25.5272,102.0243,30.0000,31.5000,29.1953,749.7976,0.9670,0.5036,0.0902,0.0388,0.7939,0.3236,0.5240,0.4801,0.6359,0.2022,0.7599,0.3551,0.2327,0.1696,0.4461,0.3932,-9999.0000,-9999.0000,19.0826,20.6290,20.3854,32.6591,20.7720,20.8479
2026-05-04 08:09:00,0.0667,-70.0000,0.0000,-7.2768,82.7387,0.0000,297.2287,25.9238,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5169,19.7327,9.7371,7.4838,54.7538,19.0585,-2.7734,53.8639,0.0000,-181.5516,-0.3359,22.7834,67.0251,20.4263,-0.3359,50.6574,20.4979,52.0784,20.6034,52.0998,20.5885,20.2133,-0.0766,26.1353,0.0000,0.0000,28.7529,-0.0068,,,-72.0357,2.0891,23.6945,102.0231,30.0000,31.5000,29.1953,749.8326,0.9560,0.5022,0.0895,0.0347,0.8613,0.3287,0.5222,0.4775,0.6387,0.2071,0.7604,0.3560,0.2375,0.1723,0.4507,0.3963,-9999.0000,-9999.0000,19.2750,20.5185,20.2770,29.8864,20.7371,20.7530
2026-05-04 08:10:00,0.0833,-64.1071,5.8929,-4.6429,82.7364,0.0000,297.0812,25.8218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5474,19.9657,9.9934,7.6148,54.6659,19.3598,-2.7520,52.1202,0.0000,-181.5458,-0.3359,22.8104,67.2899,20.4753,-0.3359,50.7308,20.5209,52.2729,20.6267,52.2148,20.6461,20.2672,-0.0745,26.1690,0.0000,0.0000,28.7478,-0.0376,,,-72.4734,2.0891,22.8197,102.0233,30.0000,31.5000,29.1953,749.9868,0.9620,0.5044,0.0872,0.0351,0.8603,0.3276,0.5214,0.4772,0.6358,0.2041,0.7567,0.3559,0.2370,0.1720,0.4550,0.4007,-9999.0000,-9999.0000,19.4212,20.4764,20.2884,28.8530,20.7267,20.7352
2026-05-04 08:11:00,0.1000,-60.0000,4.1071,-3.1845,82.7348,0.0000,292.3845,25.2445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4615,20.0789,10.1824,7.7128,54.6688,19.5621,-2.7627,50.8651,0.0000,-181.5860,-0.3359,22.9309,67.3496,20.5139,-0.3359,50.7991,20.5488,52.4464,20.6500,52.3451,20.6992,20.2615,-0.0800,26.2275,0.0000,0.0000,28.7461,-0.0376,,,-72.9853,1.8453,22.3809,102.0196,30.1667,31.5000,29.3953,749.9427,0.9550,0.5067,0.0835,0.0329,0.8107,0.3260,0.5264,0.4790,0.6430,0.2033,0.7505,0.3543,0.2385,0.1731,0.4550,0.4021,-9999.0000,-9999.0000,19.5446,20.4761,20.2808,28.4710,20.7853,20.7944
2026-05-04 08:12:00,0.1167,-60.0000,0.0000,-2.7296,82.7348,0.0000,296.7871,25.6953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5371,20.1219,10.3035,7.7761,54.6783,19.6896,-2.7531,50.1352,0.0000,-181.5487,-0.3359,23.0293,67.3794,20.5506,-0.3359,50.8399,20.5773,52.4468,20.6705,52.4246,20.7507,20.3000,-0.0703,26.3130,0.0000,0.0000,28.7655,0.0231,,,-73.7678,1.9986,22.1612,102.0183,31.0000,31.5000,29.3620,749.9929,0.9535,0.5058,0.0841,0.0319,0.8294,0.3301,0.5270,0.4802,0.6548,0.2053,0.7625,0.3596,0.2347,0.1705,0.4559,0.4029,-9999.0000,-9999.0000,19.6226,20.4731,20.3147,28.3472,20.8214,20.8502
2026-05-04 08:13:00,0.1333,-69.4643,-9.4643,-3.5714,82.7385,0.0000,296.6454,25.6784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.5167,20.1617,10.3734,7.8128,54.6150,19.7835,-2.7939,49.2362,0.0000,-181.5460,-0.3359,23.1824,67.3200,20.6108,-0.3359,50.8630,20.6020,52.2745,20.7106,52.3494,20.7984,20.3332,-0.0729,26.4048,0.0000,0.0000,28.7478,0.0241,,,-74.3572,2.0382,22.0478,102.0164,31.0000,31.5000,30.1953,750.0755,0.9633,0.5084,0.0821,0.0305,0.8493,0.3265,0.5233,0.4776,0.6456,0.2034,0.7692,0.3585,0.2414,0.1766,0.4569,0.4033,-9999.0000,-9999.0000,19.6984,20.4845,20.4005,28.3338,20.8639,20.9319
2026-05-04 08:14:00,0.1500,-71.9643,-2.5000,-3.4524,82.7395,0.0000,296.8990,25.5907,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.4149,20.1664,10.3099,7.7794,54.1457,19.8558,-2.7937,48.6111,0.0000,-181.5286,-0.3359,23.2258,67.1990,20.6737,-0.3359,50.8714,20.6374,52.0564,20.7598,52.2310,20.8637,20.3861,-0.0729,26.4826,0.0000,0.0000,28.7444,-0.0273,,,26.3715,2.0788,22.0310,102.0160,31.0000,31.5000,30.1953,750.1273,0.9687,0.5127,0.0805,0.0298,0.8148,0.3268,0.5257,0.4785,0.6518,0.2001,0.7588,0.3555,0.2371,0.1724,0.4607,0.4070,-9999.0000,-9999.0000,19.7705,20.5075,20.4686,28.3597,20.9455,20.9962
