time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,mcc134_temps__hat0_ch0,mcc134_temps__hat0_ch1,mcc134_temps__hat0_ch2,mcc134_temps__hat0_ch3,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-04-15 10:47:00,0.0000,0.0000,,,81.8182,0.0000,0.0000,291.1805,25.3779,0.0000,0.0000,0.0000,0.0000,4.4828,4.4828,4.4828,11.8115,24.1945,21.3224,15.9313,89.0338,23.2326,16.0350,36.2458,0.0000,-181.5053,-0.3215,23.5756,75.8184,21.2824,-0.3359,45.9075,21.3395,43.3657,21.5013,43.9151,21.4155,20.8639,-0.1163,26.8770,3.1240,14.2243,28.7524,0.0369,66.7938,21.1559,-37.2648,2.9094,23.8408,102.5226,30.0000,31.5000,30.1953,1.0133,0.5095,2.8616,0.9689,9.4395,3.2423,0.6151,0.5705,0.7297,0.2503,3.8363,1.4150,3.3216,1.3056,0.8745,0.7031,,,,,22.8012,-9999.0000,22.6556,22.4604,21.2970,26.3508,21.5033,21.6524,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:48:00,0.0167,0.0000,0.0000,0.0000,81.8182,693.8988,0.0000,291.7209,25.9475,0.0000,0.0000,0.0000,0.0000,52.6918,52.6918,52.6918,11.1031,27.1957,22.2838,16.9220,85.6076,24.8961,25.2150,40.6341,0.0000,-181.5039,-0.3359,23.5798,66.6820,21.2130,-0.3359,45.9100,21.3388,43.3871,21.4790,44.0031,21.4139,20.8410,-0.1194,26.8767,61.5889,32.2874,28.7563,0.0138,66.1361,21.1480,-38.0388,2.3736,31.7837,102.5156,30.3333,31.5000,30.1953,1.2016,0.5229,14.5730,8.9474,45.8821,27.9779,0.6157,0.5713,0.8088,0.2545,14.9915,9.5190,14.0219,9.1031,1.3572,1.1765,,,,,23.1438,-9999.0000,25.2048,22.7584,21.2099,42.9606,21.5284,21.6582,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:49:00,0.0333,0.0000,0.0000,0.0000,81.8182,,0.0000,298.6403,25.9763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7937,26.7586,21.2348,15.8437,76.8066,25.6118,4.9366,47.2788,28.3404,-181.4846,-0.3359,23.5977,66.7942,21.2102,-0.3359,45.9048,21.3307,43.2385,21.6353,43.9963,21.3424,20.8417,-0.1162,26.8811,0.0000,0.0000,28.7580,-0.0376,67.1109,21.1412,-38.6793,2.9830,30.7512,102.5219,30.0000,31.5000,30.1953,0.9900,0.5140,0.0690,0.0235,0.8176,0.3271,2.3036,0.7520,2.4554,0.4953,0.8339,0.3599,0.2285,0.1637,0.4458,0.3937,,,,,23.1885,-9999.0000,24.8447,22.8074,21.6882,39.3210,21.6545,21.8570,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:50:00,0.0500,0.0000,0.0000,0.0000,81.8182,,0.0000,298.5554,26.0354,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.8039,25.5506,21.0821,15.6916,79.4714,24.8801,4.8146,45.6949,0.0000,-181.4902,-0.3359,23.6141,69.7138,21.2504,-0.3359,45.9031,21.3230,43.0958,21.6400,44.0795,21.2984,20.8423,-0.1146,26.8858,0.0000,0.0000,28.7444,0.0446,67.4567,21.1364,-39.5245,2.7290,27.4530,102.5228,30.1667,31.6667,30.1953,0.9558,0.5128,0.0698,0.0236,0.8535,0.3417,0.6303,0.5850,0.7785,0.2730,0.7867,0.3551,0.2268,0.1625,0.4458,0.3942,,,,,23.1245,-9999.0000,23.7267,22.5933,21.4523,34.0391,21.6093,21.7052,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:51:00,0.0667,0.0000,0.0000,0.0000,81.8182,-0.0000,0.0000,298.5647,26.0959,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7633,25.0976,21.0074,15.6185,81.5335,24.3750,4.9170,44.2836,0.0000,-181.5012,-0.3359,23.5940,70.4610,21.2749,-0.3359,45.9060,21.3154,43.1426,21.6110,44.1205,21.3089,20.8504,-0.1178,26.8870,0.0000,0.0000,28.7563,-0.0479,67.6253,21.1371,-40.0518,2.7290,25.8962,102.5165,30.0000,31.5000,30.1953,0.9916,0.5189,0.0693,0.0236,0.8124,0.3345,0.6310,0.5860,0.7576,0.2644,0.7758,0.3489,0.2259,0.1618,0.4464,0.3946,,,,,23.0693,-9999.0000,23.1602,22.4519,21.4600,31.9506,21.5761,21.6339,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:52:00,0.0833,0.0000,0.0000,0.0000,81.8182,-0.0000,0.0000,292.1897,25.5618,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.7160,24.7361,20.9788,15.5903,83.0779,24.0323,4.8287,42.7621,0.0000,-181.4840,-0.3230,23.6107,69.8212,21.2892,-0.3359,45.9043,21.3118,43.1757,21.5812,44.0871,21.3369,20.8418,-0.1178,26.9092,0.0000,0.0000,28.7613,0.0214,67.7437,21.1444,-40.4308,2.9860,25.1939,102.5192,30.0000,31.5000,30.1953,0.9839,0.5181,0.0705,0.0234,0.8166,0.3324,0.6296,0.5848,0.8008,0.2625,0.7791,0.3514,0.2264,0.1629,0.4473,0.3939,,,,,23.0728,-9999.0000,22.8638,22.3869,21.3762,31.1054,21.5754,21.6215,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:53:00,0.1000,0.0000,0.0000,0.0000,81.8182,488.1808,0.0000,293.2235,26.1429,0.0000,0.0000,0.0000,0.0000,48.4986,48.4986,48.4986,11.1131,28.2069,22.0188,16.6590,82.9496,25.1604,33.8327,41.7837,66.6667,-181.5210,-0.3359,23.5878,66.6803,21.2473,-0.3359,45.8990,21.3095,43.1648,21.6413,44.0910,21.3197,20.8009,-0.1162,26.9059,58.3313,40.7052,28.7664,0.0344,67.1751,21.1431,-40.7615,2.6886,32.5344,102.5155,30.5000,31.5000,30.3620,1.1689,0.5260,13.0320,7.9311,41.0076,24.8252,3.3101,1.0914,3.5915,1.0317,14.1402,8.8488,13.0911,8.4156,1.7359,1.4416,,,,,23.5631,-9999.0000,25.4476,22.2465,21.6411,45.1396,21.6092,21.7588,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:54:00,0.1167,7.5000,7.5000,1.0714,81.8151,261.0729,0.0000,290.4428,26.1615,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.1077,36.0625,22.6480,17.3105,62.6419,30.6703,65.5387,53.0646,100.0000,-181.5297,-0.3359,23.6313,62.8710,21.0505,-0.3359,45.8905,21.2998,42.7852,21.8966,44.2762,21.2238,20.7887,-0.1182,26.9031,100.0000,50.0469,28.7512,0.0446,66.3664,21.1155,-38.3746,1.9671,48.5038,102.5139,30.5000,31.5000,31.1953,1.2756,0.5338,20.8740,13.7983,65.1537,43.0158,6.0333,1.7046,6.2297,1.7401,20.9726,14.3253,19.7893,13.7628,1.8894,1.6534,,,,,24.5469,-9999.0000,31.7186,21.9831,21.9469,68.4241,21.5530,21.8655,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:55:00,0.1333,0.0000,-7.5000,0.0000,81.8182,149.4190,0.0000,292.2975,26.3020,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.0061,43.1738,23.7037,18.4893,45.9863,37.3556,42.8993,67.1354,100.0000,-181.5434,-0.3359,23.8308,62.2533,21.0006,-0.3359,45.9053,21.2887,42.3784,22.1559,44.3464,21.2331,20.8005,-0.1177,26.9513,100.0000,50.0469,28.7512,0.0344,66.1165,21.0861,-37.9087,2.3228,62.9444,102.5157,30.8333,32.0000,31.1953,1.3000,0.5349,20.9393,13.8010,65.4340,43.0074,5.5748,1.5910,6.0216,1.6980,20.7685,14.1936,19.5401,13.6354,1.8808,1.6463,,,,,25.5287,-9999.0000,37.4149,21.8734,22.0733,91.9186,21.3944,21.5214,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:56:00,0.1500,0.0000,0.0000,0.0000,81.8182,107.1887,0.0000,293.6923,26.4912,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,9.9757,49.4358,24.7912,19.7694,34.7800,43.7950,35.8477,79.5680,100.0000,-181.5318,-0.3359,24.0030,61.9178,20.8925,-0.3359,45.9184,21.2825,41.7787,22.4798,44.2922,21.2650,20.8105,-0.1156,26.9974,100.0000,50.0469,28.7512,0.0755,65.7150,21.0486,-40.5078,2.3125,76.0440,102.5146,30.8333,32.3333,31.1953,1.3435,0.5448,20.9959,13.7894,65.8740,43.0056,4.4667,1.2365,5.5569,1.3803,20.5262,14.0818,19.2400,13.5290,1.8768,1.6455,,,,,26.6540,-9999.0000,42.8984,21.7196,22.2054,109.9748,21.1284,21.2843,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:57:00,0.1667,0.0000,0.0000,0.0000,81.8182,87.6374,0.0000,294.6730,26.6889,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.0365,54.3142,25.8493,21.0789,28.3428,48.9883,37.6488,89.6354,100.0000,-181.5378,-0.3359,24.1793,61.6788,20.8788,-0.3359,45.9330,21.2778,41.1501,22.8072,44.2110,21.3204,20.8175,-0.1146,27.0686,100.0000,50.0469,28.7512,0.0858,65.4863,21.0095,-41.9280,2.2008,86.5272,102.5165,31.0000,31.8333,31.1953,1.3185,0.5454,20.9232,13.7892,65.3829,42.9657,6.1604,1.6152,6.7064,1.7428,20.6146,14.0697,19.4136,13.5132,1.8784,1.6464,,,,,27.8318,-9999.0000,47.4886,21.6982,22.4247,123.8378,21.0282,21.1517,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:58:00,0.1833,0.0000,0.0000,0.0000,81.8182,76.5706,0.0000,290.9855,26.9629,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,9.9958,58.2902,26.8470,22.3623,24.2329,53.3104,36.0823,98.3986,100.0000,-181.5319,-0.3359,24.3476,61.4962,20.8546,-0.3359,45.9376,21.2796,40.5412,23.0771,44.2593,21.2580,20.7958,-0.1156,27.1185,100.0000,50.0469,28.7495,0.1166,65.3209,20.9835,-42.9875,2.2617,94.7374,102.5173,31.0000,32.1667,31.8620,1.3183,0.5487,20.9139,13.7713,65.4840,42.9200,5.9938,1.5984,6.3714,1.7156,20.5679,14.0407,19.3380,13.4850,1.8728,1.6406,,,,,29.1843,-9999.0000,51.3731,21.6932,22.5687,133.3470,20.8029,21.0386,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 10:59:00,0.2000,0.0000,0.0000,0.0000,81.8182,69.7040,0.0000,286.4912,27.2562,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.2500,61.7888,27.7187,23.5895,21.6586,56.7120,37.3947,106.9064,100.0000,-181.5096,-0.3359,24.4015,61.3857,20.7950,-0.3359,45.9270,21.2777,40.0779,23.2417,44.4859,21.1005,20.8033,-0.1224,27.1656,100.0000,50.0469,28.7596,0.0549,65.1774,20.9729,-43.5954,2.2313,101.1392,102.5169,31.0000,32.5000,32.1953,1.3208,0.5515,20.8913,13.7611,65.3630,42.8869,5.6252,1.5532,6.2269,1.6860,20.4842,14.0192,19.2936,13.4643,1.8627,1.6310,,,,,30.4452,-9999.0000,54.6696,21.6482,22.6835,140.1858,20.6433,21.0012,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:00:00,0.2167,0.0000,0.0000,0.0000,81.8182,64.9892,0.0000,287.1584,27.5007,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.9203,64.9335,28.5519,24.8136,19.8011,59.6632,38.3208,114.7260,100.0000,-181.5064,-0.3359,24.4603,61.3476,20.7216,-0.3359,45.9228,21.2726,39.7118,23.3803,44.6717,21.0053,20.8079,-0.1255,27.1887,100.0000,50.0469,28.7596,0.0549,65.0576,20.9501,-44.1678,2.1703,106.2798,102.5124,31.0000,32.5000,32.1953,1.3452,0.5604,20.9202,13.7598,65.4578,42.8734,5.1271,1.4268,5.8507,1.5305,20.4467,13.9964,19.2080,13.4452,1.8625,1.6321,,,,,31.7218,-9999.0000,57.5045,21.6415,22.8013,145.4091,20.5515,20.9739,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:01:00,0.2333,0.0000,0.0000,0.0000,81.8182,61.5085,0.0000,289.5303,27.7326,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.2803,67.3939,29.3720,26.0777,18.3645,62.3346,36.6108,121.9384,100.0000,-181.4926,-0.3359,24.4668,61.3244,20.6986,-0.3359,45.9253,21.2709,39.3997,23.5103,44.8441,20.9716,20.8397,-0.1198,27.2025,100.0000,50.0469,28.7546,0.0138,64.9609,20.9392,-44.9163,2.1602,110.5401,102.5144,31.0000,32.5000,32.1953,1.3504,0.5630,20.8474,13.7410,65.2681,42.8339,5.2843,1.4207,5.6947,1.4816,20.4591,13.9774,19.1776,13.4255,1.8617,1.6298,,,,,32.9947,-9999.0000,60.0161,21.6952,22.9038,149.4510,20.5999,20.9815,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:02:00,0.2500,0.0000,0.0000,0.0000,81.8182,59.1593,0.0000,292.3939,27.9892,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,9.9857,69.3276,30.1344,27.3048,17.3079,64.6186,38.5956,128.2449,100.0000,-181.5233,-0.3359,24.4764,61.2959,20.6908,-0.3359,45.9354,21.2653,39.1942,23.5870,44.9982,20.9021,20.8685,-0.1182,27.1784,100.0000,50.0469,28.7529,0.0652,64.8762,20.9343,-45.8174,2.0789,113.8436,102.5090,31.0000,32.3333,32.1953,1.3677,0.5729,20.8546,13.7477,65.1640,42.8419,5.2171,1.4765,6.0201,1.5974,20.4605,13.9863,19.2188,13.4346,1.8591,1.6261,,,,,34.2306,-9999.0000,62.1564,21.6726,23.0116,152.4150,20.5044,20.9956,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:03:00,0.2667,0.0000,0.0000,0.0000,81.8182,57.3867,0.0000,294.5042,28.2783,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,9.9655,71.3586,30.8423,28.4926,16.5334,66.5587,39.3893,133.8052,100.0000,-181.4897,-0.3359,24.4342,61.2546,20.6482,-0.3359,45.9163,21.2559,39.0201,23.6638,45.2158,20.8037,20.9293,-0.1182,27.1639,100.0000,50.0469,28.7563,0.0549,64.8002,20.9353,-46.1599,2.3430,116.5944,102.5160,31.0000,32.3333,32.1953,1.3164,0.5695,20.8901,13.7759,65.1174,42.8817,6.0286,1.6465,6.9039,1.8879,20.3912,14.0020,19.3182,13.4527,1.8512,1.6241,,,,,35.4891,-9999.0000,64.0825,21.6262,23.1208,155.1457,20.3906,20.9648,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:04:00,0.2833,0.0000,0.0000,-0.7500,81.8182,55.8812,0.0000,292.2511,28.5225,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.0063,73.2896,31.6062,29.8253,15.9094,68.4262,38.1883,138.7639,100.0000,-181.5066,-0.3359,24.4440,61.2899,20.5596,-0.3359,45.9164,21.2356,38.7341,23.8262,45.2482,20.7743,20.9222,-0.1177,27.1594,100.0000,50.0469,28.7359,0.0035,64.7258,20.9214,-46.5689,2.3024,118.7986,102.5134,31.0000,32.5000,32.3620,1.3368,0.5746,20.8878,13.7523,65.2217,42.8104,5.6026,1.5663,6.7832,1.7984,20.3227,13.9803,19.2397,13.4324,1.8492,1.6195,,,,,36.7230,-9999.0000,65.8693,21.6560,23.3177,156.3592,20.3717,20.9156,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:05:00,0.3000,-1.4286,-1.4286,-0.1429,81.8188,1.9885,0.0000,288.4412,28.7715,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.2905,74.5347,32.3228,31.1272,15.4943,69.9696,37.5167,143.7542,100.0000,-181.4951,-0.3359,24.5615,61.4112,20.4603,-0.3359,45.9228,21.2245,38.3457,24.0103,45.3989,20.7552,21.0022,-0.1156,27.1720,16.2363,50.0469,28.7478,0.0446,64.6667,20.9018,-46.8175,2.5258,120.2979,102.5226,31.0000,32.5000,32.8620,1.3516,0.5817,20.9749,13.8213,65.6120,43.0467,5.7968,1.5576,6.3707,1.6697,7.0406,3.3503,5.9262,2.9924,1.8480,1.6189,,,,,38.0596,-9999.0000,67.3689,21.7792,23.4625,156.3224,20.3602,20.9033,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:06:00,0.3167,-0.1818,1.2468,-0.0182,81.8183,46.8159,0.0000,287.4766,29.0026,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.9101,72.6329,32.4931,31.4431,15.9163,69.5790,38.8598,148.2400,100.0000,-181.5012,-0.3359,24.6243,61.4870,20.4143,-0.3359,45.9272,21.2049,38.1260,24.0888,45.3893,20.7736,21.0233,-0.1172,27.2055,87.0220,50.0469,28.7546,0.0858,64.5982,20.8931,-47.4622,2.2820,114.6827,102.5101,31.0000,32.5000,33.1953,1.3314,0.5811,20.7905,13.7337,64.8387,42.7638,6.5664,1.7993,7.0750,1.9415,20.7123,12.8465,19.5319,12.3372,1.8462,1.6164,,,,,38.9300,-9999.0000,66.4910,21.7838,23.4505,140.2902,20.3451,20.8588,0.0377,1.8774,0.0856,0.0905,0.6220,
2026-04-15 11:07:00,0.3333,-1.2500,-1.0682,-0.1250,81.8187,62.2854,0.0000,290.0657,29.2241,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.1484,71.3139,32.6348,31.7133,17.0760,68.1389,38.3508,151.9641,100.0000,-181.5178,-0.3359,24.6412,61.4645,20.4427,-0.3359,45.9305,21.1926,37.8702,24.1926,45.3690,20.7883,21.0382,-0.1193,27.1952,100.0000,50.0469,28.7580,0.0549,64.5622,20.8955,-47.9207,2.1094,109.7224,102.5206,31.0000,32.5000,33.1953,1.3733,0.5871,20.9209,13.7359,65.4097,42.7786,5.3240,1.4152,6.2763,1.6546,20.4248,14.0141,19.2316,13.4584,1.8476,1.6175,,,,,39.8528,-9999.0000,65.4253,21.7948,23.5376,136.4171,20.3326,20.8183,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:08:00,0.3500,-5.3571,-4.1071,-0.5357,81.8204,60.7629,0.0000,293.2782,29.4238,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.0367,73.3608,33.2657,32.9219,17.0185,69.0359,39.6534,155.4622,100.0000,-181.4898,-0.3359,24.6954,61.3486,20.4569,-0.3359,45.9302,21.1861,37.5641,24.2676,45.1893,20.7604,21.1069,-0.1146,27.1845,100.0000,50.0469,28.7563,0.0241,64.5202,20.9280,-48.9371,2.1399,111.6086,102.5151,31.0000,32.5000,33.1953,1.3641,0.5901,20.8898,13.7406,65.2145,42.7730,5.5751,1.4434,6.7672,1.7786,20.3462,13.9809,19.2190,13.4356,1.8490,1.6169,,,,,41.0408,-9999.0000,66.5696,21.8490,23.6476,142.9252,20.2713,20.8395,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:09:00,0.3667,-1.9643,3.3929,-0.1964,81.8190,58.6607,0.0000,292.9897,29.6160,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.1180,75.3648,34.0819,34.5528,16.5566,70.7305,39.2362,158.7684,100.0000,-181.4926,-0.3359,24.7563,61.2456,20.4088,-0.3359,45.9223,21.1823,37.1281,24.4553,45.1252,20.7017,21.1887,-0.1125,27.2018,100.0000,50.0469,28.7613,0.0241,64.4948,20.9506,-49.0876,2.2211,114.5970,102.5160,31.0000,32.5000,33.1953,1.3706,0.5927,20.7651,13.7316,64.9678,42.7850,5.8813,1.5484,6.5885,1.7443,20.5037,13.9992,19.2733,13.4376,1.8444,1.6127,,,,,42.3117,-9999.0000,68.2397,21.9098,23.8347,148.5287,20.1916,20.8404,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:10:00,0.3833,0.0000,1.9643,0.0000,81.8182,48.8043,0.0000,285.8537,29.8375,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.2497,77.5749,34.9709,36.4112,15.9984,72.6919,40.4370,161.9483,100.0000,-181.5066,-0.3359,24.8781,61.1176,20.4766,-0.3359,45.8809,21.1759,36.6064,24.7327,44.9645,20.7516,21.2244,-0.1104,27.2565,90.7307,50.0469,28.7613,0.0755,64.4729,20.9621,-49.4138,1.9367,117.7668,102.5058,31.0000,32.5000,33.3620,1.3879,0.5941,20.7621,13.7047,64.9727,42.7253,5.6649,1.5848,6.0829,1.5760,20.4757,13.3037,19.1890,12.7770,1.8373,1.6115,,,,,43.6539,-9999.0000,70.0483,21.9942,24.1341,152.4214,20.2872,20.7950,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:11:00,0.4000,-0.5357,-0.5357,-0.0536,81.8184,18.4648,0.0000,289.0772,29.9712,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.7984,79.1403,35.8354,38.3085,15.6625,74.3285,39.0525,165.1302,100.0000,-181.5009,-0.3359,24.9997,60.9904,20.4754,-0.3359,45.8410,21.1635,36.0813,24.9391,44.8570,20.7341,21.2492,-0.1099,27.3146,48.5426,50.0469,28.7563,0.0549,64.4398,20.9587,-49.0166,2.1399,119.5695,102.5069,31.0000,32.3333,33.8620,1.4177,0.5946,20.9725,13.7354,65.8118,42.7817,4.8597,1.3562,5.8119,1.4852,20.1766,9.6013,18.9221,9.2190,1.8329,1.6056,,,,,45.0467,-9999.0000,71.4972,22.0252,24.3071,152.6429,20.2037,20.7574,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:12:00,0.4167,0.0000,0.5357,0.0000,81.8182,55.9485,0.0000,291.8621,30.1201,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.0164,78.0251,36.3807,39.5464,16.1208,74.3584,39.7352,167.4738,100.0000,-181.4677,-0.3359,24.9930,60.8295,20.5372,-0.3359,45.8324,21.1592,35.6091,25.1272,44.7680,20.7702,21.2914,-0.1058,27.3160,98.4854,50.0469,28.7546,0.0755,64.4007,20.9711,-48.8966,2.1399,116.4007,102.5151,31.0000,32.0000,34.1953,1.4191,0.5956,20.7324,13.7071,64.9770,42.7252,5.9472,1.5019,5.8400,1.5474,20.5839,13.8368,19.3032,13.2882,1.8292,1.6020,,,,,46.1813,-9999.0000,71.2207,22.1093,24.4416,144.7857,20.2490,20.7740,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:13:00,0.4333,0.0000,0.0000,0.0000,81.8182,57.8445,0.0000,292.9037,30.3206,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,9.9552,78.6845,37.0457,41.1172,16.6896,74.3976,39.9996,170.0083,100.0000,-181.4984,-0.3359,25.0594,60.8084,20.5414,-0.3359,45.7967,21.1499,35.2367,25.2689,44.7871,20.7162,21.3310,-0.1104,27.3522,100.0000,50.0469,28.7427,0.1064,64.3872,20.9850,-48.8475,2.2414,115.6031,102.5127,31.0000,32.5000,34.1953,1.3760,0.5983,20.8117,13.6975,65.0738,42.6525,5.7730,1.5600,6.5364,1.7427,20.4174,13.9638,19.2052,13.4097,1.8258,1.5981,,,,,47.6002,-9999.0000,71.5523,22.1980,24.5447,145.8398,20.2339,20.7227,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:14:00,0.4500,-1.4286,-1.4286,-0.1429,81.8188,52.2218,0.0000,285.8908,30.4531,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.1279,80.5615,37.8738,43.1469,16.5320,75.7054,39.8466,172.4918,100.0000,-181.4786,-0.3359,25.0516,60.7564,20.5444,-0.3359,45.7924,21.1387,35.0233,25.3827,44.8302,20.6818,21.3419,-0.1099,27.3736,95.4245,50.0469,28.7596,0.0344,64.3676,20.9992,-48.8499,2.1500,117.9637,102.5114,31.0000,32.3333,34.1953,1.3752,0.5998,20.7523,13.6550,64.8077,42.5230,5.8610,1.5993,6.5117,1.7153,20.2603,13.5666,19.0805,13.0283,1.8197,1.5926,,,,,49.3766,-9999.0000,72.9184,22.2154,24.7295,151.0308,20.1436,20.6925,0.0415,2.3856,0.1179,0.1105,0.7552,
2026-04-15 11:15:00,0.4667,-5.8929,-4.4643,-0.4464,81.8206,20.2890,0.0000,287.0465,30.6239,0.0000,0.0000,0.0000,0.0000,85.0000,85.0000,85.0000,10.8898,82.3309,38.8402,45.6344,16.2723,77.3558,39.2971,174.9921,100.0000,-181.4895,-0.3359,25.0974,60.7796,20.5251,-0.3359,45.7749,21.1284,34.5675,25.6303,44.9868,20.5857,21.3891,-0.1063,27.3742,51.8728,50.0469,28.7596,0.0138,64.3471,21.0058,-48.9229,2.2820,119.9862,102.5087,31.0000,32.3333,34.1953,1.3956,0.6016,20.8066,13.6977,64.9986,42.6643,5.8270,1.5886,6.4627,1.6662,20.2175,9.9067,19.1440,9.5225,1.8205,1.5928,,,,,51.0658,-9999.0000,74.2907,22.2632,24.9157,153.3287,20.0094,20.7089,0.0415,2.3856,0.1179,0.1105,0.7552,
