time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d402_blower_fan_motor_current,d402_blower_fan_motor_dc_bus_voltage,d402_blower_fan_motor_power,d402_blower_fan_motor_speed,d402_blower_fan_motor_torque_percent,d402_blower_fan_speed_pct,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-03-02 09:30:00,0.0000,4200.0000,,,81.8182,-0.0000,0.0000,283.5779,26.9580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1365,23.3795,15.6685,11.0979,63.3312,23.0125,-1.8270,22.6988,0.0000,22.1641,-0.2798,24.8708,69.4402,22.4601,-0.3359,49.9188,22.6020,47.7173,22.8835,48.7741,22.5817,22.3132,0.0028,28.0774,0.0000,0.0000,0.0000,281.5095,0.0000,0.0000,0.0000,0.0000,28.7512,0.0344,54.1080,19.1773,-81.3977,2.3227,23.3313,102.4192,31.0000,32.5000,31.1953,0.4531,0.3897,0.1254,0.0681,0.1942,0.1475,0.5634,0.5164,0.7169,0.6573,1.0208,0.9561,0.2724,0.2057,0.8420,0.5127,20.4594,19.5912,22.5265,22.9240,22.7493,23.0448,22.6851,22.8998,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:31:00,0.0167,4200.0000,0.0000,0.0000,81.8182,-0.0000,0.0000,290.7200,27.4230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.1187,23.3447,15.6818,11.1073,63.5117,22.9796,-1.6526,22.6553,0.0000,22.1641,-0.3359,24.8659,69.5329,22.4475,-0.3359,49.9191,22.6072,47.7073,22.8822,48.7790,22.5766,22.3188,0.0094,28.0638,0.0000,0.0000,0.0000,289.6070,0.0000,0.0000,0.0000,0.0000,28.7615,0.0946,63.6816,22.5554,-81.5654,2.8038,23.3806,102.4173,31.0000,32.5000,31.1953,0.4537,0.3920,0.1265,0.0683,0.1918,0.1470,0.5621,0.5143,0.7131,0.6534,1.0219,0.9557,0.2736,0.2083,0.8273,0.5178,20.1266,19.1277,22.4888,22.8807,22.6929,23.0040,22.7216,22.8908,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:32:00,0.0333,4200.0000,0.0000,0.0000,81.8182,0.0000,1.1650,286.5923,28.7169,75.8333,19.1444,20.8000,25.6804,60.6172,60.6172,60.6172,4.0098,21.0374,14.7582,10.4766,63.3162,22.0547,-21.8828,23.0904,90.0000,22.0792,-0.3359,24.6448,67.5917,22.3887,-0.3359,49.9102,22.6102,47.6712,22.8434,48.8680,22.4489,22.2425,0.0073,28.0565,73.2372,29.8667,0.6605,291.7776,0.0000,989.4833,11.0333,28.2333,28.7698,0.0446,63.5395,22.5574,-81.5280,2.2110,23.9589,102.4094,31.3333,32.5000,31.1953,4.1557,1.3577,18.1020,10.7348,19.2052,11.2908,17.7244,10.2636,4.6058,1.5629,5.2235,1.7704,1.6877,0.6930,18.8688,11.4690,19.7329,18.3470,21.6774,22.9292,22.6828,24.6431,22.7611,22.9942,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:33:00,0.0500,4200.0000,0.0000,0.0000,81.8182,43.0986,1.3657,284.2710,29.8556,85.8333,24.0246,24.0000,25.7863,74.9922,74.9922,74.9922,3.5414,20.6767,12.9620,9.2914,62.8900,20.2660,-30.5113,33.4392,100.0000,22.0682,-0.3359,24.6075,66.6387,22.3273,-0.3359,49.8815,22.6007,48.2717,22.4543,49.4481,22.1391,22.2399,0.0094,28.0323,100.0000,32.0000,0.7188,292.4272,0.0000,1121.0000,11.0000,32.0000,28.7715,0.0961,62.9273,22.5622,-81.8819,1.8656,35.1193,102.4083,31.1667,32.5000,31.5286,4.7347,1.5086,21.3535,13.1432,22.6697,13.8289,20.7345,12.4874,6.1326,1.7488,8.4902,2.8101,1.7959,0.7301,20.7942,14.4048,18.4576,16.9805,21.0127,22.8175,22.4122,46.0084,22.6982,23.0731,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:34:00,0.0667,4200.0000,0.0000,0.0000,81.8182,9.9294,1.3604,284.5193,30.4539,73.3333,24.0277,24.0000,24.1040,74.9922,74.9922,74.9922,2.7188,27.2102,14.7863,10.4910,57.1078,23.8133,-28.7608,41.9658,100.0000,22.0736,-0.3359,24.5875,66.4430,22.3303,-0.3359,49.8518,22.5758,48.6816,22.3460,49.6390,22.1306,22.2593,0.0109,28.0277,100.0000,32.0000,0.7188,292.3428,0.0000,1121.0333,11.0000,32.0000,28.7596,0.1166,62.6620,22.5756,-81.8044,1.7232,56.3074,102.4105,32.0000,32.5000,31.8620,4.7003,1.5013,21.1411,13.1177,22.3791,13.7847,20.5947,12.4554,6.3043,2.0165,6.2810,2.0521,1.8200,0.7300,20.6465,14.2475,17.8077,15.8823,24.5218,22.8769,22.4627,75.9825,22.8035,23.0953,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:35:00,0.0833,4200.0000,0.0000,0.0000,81.8182,5.7388,0.7987,287.7772,30.3574,22.5000,-2.1602,-5.6000,13.9912,74.9922,74.9922,74.9922,2.6680,35.0500,18.0914,12.9991,47.2891,30.6486,-26.0546,50.8763,100.0000,22.0737,-0.3359,24.5908,66.2985,22.3571,-0.3359,49.8524,22.5497,48.5258,22.4876,49.5026,22.2303,22.2393,0.0109,28.0266,100.0000,32.0000,0.7188,290.7282,0.0000,1121.0000,11.0000,32.0000,28.7613,0.0549,62.8219,22.5840,-81.9186,1.8451,76.5023,102.4137,32.0000,32.5000,32.1953,3.0488,1.0386,21.0523,13.1078,22.3137,13.7730,20.5684,12.4610,5.6016,1.8901,5.1812,1.7848,1.8418,0.7312,20.4257,14.1281,17.5566,15.2973,30.1514,22.9612,22.5517,100.2922,22.8406,23.0067,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:36:00,0.1000,4200.0000,0.0000,0.0000,81.8182,4.2196,1.3660,286.0641,30.9600,89.1667,-24.0355,-24.0000,27.1901,74.9922,74.9922,74.9922,2.6477,38.3426,20.1737,14.8310,39.0008,36.3696,-22.5852,59.0858,100.0000,22.0738,-0.3359,24.6107,66.1877,22.3924,-0.3359,49.8622,22.5205,48.3298,22.6232,49.4402,22.2713,22.2481,0.0088,28.0513,100.0000,32.0000,0.7188,289.2797,0.0000,1121.0167,11.0000,32.0000,28.7596,0.0344,63.0284,22.5938,-82.3231,1.8656,93.7911,102.4118,32.0000,32.5000,32.1953,4.6869,1.5058,21.0556,13.0988,22.4034,13.7785,20.6374,12.4480,5.8289,1.7809,6.1179,2.0599,1.8087,0.7323,20.3050,14.0537,16.4971,14.5007,35.3529,22.9663,22.6515,119.6207,22.8311,22.8669,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:37:00,0.1167,4200.0000,0.0000,0.0000,81.8182,3.4976,1.3608,288.7861,31.4374,75.8333,-24.0348,-24.0000,25.0766,74.9922,74.9922,74.9922,2.6274,41.8970,22.4753,17.1422,35.5503,40.6766,-22.7173,66.7197,100.0000,22.1176,-0.3359,24.6278,66.0756,22.4444,-0.3359,49.8742,22.4924,47.8795,22.8883,49.2503,22.4014,22.2788,0.0073,28.0555,100.0000,32.0000,0.7188,289.4870,0.0000,1121.0167,11.0000,32.0000,28.7596,0.0755,63.1364,22.6094,-82.3620,1.9469,107.2255,102.4173,32.0000,32.5000,32.1953,4.6700,1.4984,21.2285,13.1253,22.5275,13.8019,20.6507,12.4674,6.0939,1.9099,7.6333,2.2565,1.8129,0.7324,20.2816,14.0323,15.9899,13.8306,39.4117,23.0580,22.8602,133.3495,22.9479,22.8027,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:38:00,0.1333,4200.0000,0.0000,0.0000,81.8182,3.0664,1.0248,292.1246,31.6798,36.6667,-17.1387,-15.2000,18.6036,74.9922,74.9922,74.9922,2.8305,45.9853,25.2859,20.4062,32.7220,45.4984,-22.9008,73.5786,100.0000,22.1340,-0.3359,24.6582,65.9970,22.4736,-0.3359,49.8943,22.4703,47.5244,23.0484,49.2870,22.3421,22.2728,0.0125,28.0652,100.0000,32.0000,0.7188,289.8391,0.0000,1121.0000,11.0000,32.0000,28.7563,0.0241,63.3585,22.6197,-82.4799,1.9163,118.1281,102.4165,32.0000,32.5000,32.3620,3.6580,1.2141,21.1622,13.1293,22.4800,13.8073,20.6628,12.4767,5.7114,1.7426,6.4482,2.0264,1.8145,0.7314,20.2366,14.0251,15.6640,13.5493,43.4128,23.0822,22.9531,144.8806,22.8082,22.8363,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:39:00,0.1500,4200.0000,0.0000,0.0000,81.8182,2.7720,1.1276,290.8605,31.4786,30.8333,18.8902,20.8000,18.6012,74.9922,74.9922,74.9922,2.6172,53.1287,28.9634,25.4607,28.6597,52.4280,-24.3859,80.2298,100.0000,22.2106,-0.3359,24.6649,65.9271,22.5070,-0.3359,49.9073,22.4542,47.1796,23.2228,49.2236,22.3996,22.2811,0.0120,28.0822,100.0000,32.0000,0.7188,290.1261,0.0000,1121.0667,11.0000,32.0000,28.7495,-0.0273,63.8557,22.6405,-82.7383,1.9977,127.6256,102.4190,32.0000,32.5000,32.5286,4.0642,1.3218,21.1391,13.1156,22.5209,13.8102,20.7556,12.4838,4.9331,1.4311,6.5506,1.9313,1.8078,0.7315,20.1838,14.0199,15.4293,13.4716,48.3504,23.1696,23.0647,154.7493,22.8292,22.8315,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:40:00,0.1667,4200.0000,0.0000,0.0000,81.8182,2.5713,1.3486,286.7845,32.1882,20.0000,24.0274,24.0000,21.3479,74.9922,74.9922,74.9922,2.6782,52.9893,30.1906,27.4055,31.2815,52.0881,-25.4746,86.7732,100.0000,22.1560,-0.3256,24.6987,65.8830,22.5450,-0.3256,49.9362,22.4440,46.8628,23.3426,49.2511,22.3789,22.3087,0.0130,28.1083,100.0000,32.0000,0.7188,289.8469,0.0000,1121.0000,11.0000,32.0000,28.7630,0.0652,64.6448,22.6694,-82.9173,1.7336,135.3551,102.4152,32.0000,32.5000,33.1953,4.7227,1.4942,21.1910,13.1064,22.4586,13.7749,20.6015,12.4368,6.6140,2.0099,7.2172,2.1822,1.7934,0.7315,20.2012,13.9887,14.9485,13.2450,48.0277,23.2404,23.1233,162.4329,22.7676,22.8774,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:41:00,0.1833,4200.0000,0.0000,0.0000,81.8182,2.4198,1.3450,284.7563,32.5237,5.8333,24.0297,24.0000,20.1127,74.9922,74.9922,74.9922,3.3383,57.7992,32.0839,30.7145,32.6673,53.3953,-24.5384,92.4902,100.0000,22.2051,-0.3359,24.7157,65.8191,22.5874,-0.3359,49.9538,22.4460,46.5559,23.4465,49.2085,22.4284,22.3201,0.0120,28.1275,100.0000,32.0000,0.7188,290.2089,0.0000,1121.0000,11.0000,32.0000,28.7512,0.0344,65.5716,22.6995,-83.4771,1.7740,142.0210,102.4169,32.0000,32.5000,33.1953,4.7048,1.4918,21.1648,13.0943,22.4549,13.7695,20.6345,12.4374,6.3566,1.8500,6.9637,2.0894,1.7933,0.7315,20.1660,13.9772,15.0234,13.5491,50.0847,23.3385,23.2108,169.1637,22.8500,22.8887,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:42:00,0.2000,4200.0000,0.0000,0.0000,81.8182,2.3059,0.7901,286.4251,32.2772,2.5000,-1.6099,-4.8000,11.9419,74.9922,74.9922,74.9922,4.2840,62.2003,34.5229,35.4988,30.3811,57.8022,-22.7887,98.0487,100.0000,22.2242,-0.3359,24.7529,65.7342,22.6250,-0.3359,49.9488,22.4506,46.1833,23.6240,49.0637,22.4753,22.3255,0.0120,28.1380,100.0000,32.0000,0.7188,291.8293,0.0000,1121.0333,11.0000,32.0000,28.7444,0.0035,66.2911,22.7345,-83.5885,2.0482,147.8375,102.4125,32.0000,32.5000,33.1953,2.9671,1.0319,21.1188,13.1006,22.4110,13.7684,20.5930,12.4391,5.9573,1.7576,6.2368,2.0116,1.8109,0.7329,20.1161,13.9683,15.2107,13.9308,53.7780,23.4187,23.3917,175.2670,22.8160,22.8368,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:43:00,0.2167,4200.0000,0.0000,0.0000,81.8182,2.2036,1.3505,284.5234,32.7775,27.5000,-24.0336,-24.0000,21.5336,74.9922,74.9922,74.9922,3.1149,58.1684,35.0654,36.6148,30.0102,58.7419,-22.3410,103.4758,100.0000,22.2352,-0.3359,24.7631,65.6762,22.6510,-0.3359,49.9509,22.4481,45.7174,23.7617,48.9636,22.5243,22.3728,0.0120,28.1587,100.0000,32.0000,0.7188,292.4053,0.0000,1121.0000,11.0000,32.0000,28.7546,-0.0376,66.8307,22.7633,-83.6539,1.7438,153.4441,102.4130,32.0000,32.6667,33.1953,4.7250,1.4928,21.1805,13.0739,22.5053,13.7526,20.6777,12.4307,5.3452,1.4974,7.5508,2.1126,1.8173,0.7333,20.0623,13.9447,15.1728,14.2694,55.3825,23.4544,23.4623,181.1952,22.8814,22.7555,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:44:00,0.2333,4200.0000,0.0000,0.0000,81.8182,2.1269,1.3469,285.7007,33.2017,15.8333,-24.0355,-24.0000,20.3334,74.9922,74.9922,74.9922,2.5563,59.4656,36.7141,40.3551,33.0251,58.5842,-23.7342,108.5405,100.0000,22.2516,-0.3359,24.7664,65.6088,22.6905,-0.3359,49.9518,22.4527,45.5835,23.7983,48.8119,22.5940,22.3952,0.0068,28.1725,100.0000,32.0000,0.7188,290.9178,0.0000,1121.0000,11.0000,32.0000,28.7427,0.1372,67.2040,22.7909,-83.9632,1.8757,157.6191,102.4137,32.0000,33.0000,33.3620,4.6704,1.4908,21.1626,13.0946,22.4478,13.7667,20.6126,12.4329,6.1084,1.8395,6.7622,2.0795,1.7978,0.7316,20.1847,13.9667,15.2033,14.8749,57.3565,23.4779,23.5489,184.6670,22.9106,22.7817,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:45:00,0.2500,4200.0000,0.0000,0.0000,81.8182,2.0741,1.0215,289.2475,33.3824,5.8333,-17.2626,-15.6000,15.6415,74.9922,74.9922,74.9922,2.8000,62.1744,38.1196,43.7759,32.2014,60.7904,-23.2359,113.1357,100.0000,22.3600,-0.3359,24.7800,65.5402,22.7164,-0.3359,49.9566,22.4560,45.1881,23.9633,48.7130,22.6048,22.4195,0.0120,28.1913,100.0000,32.0000,0.7188,289.5080,0.0000,1121.0500,11.0000,32.0000,28.7546,-0.0068,67.5425,22.8186,-84.0191,1.7436,161.2888,102.4150,32.0000,32.8333,33.6953,3.6503,1.2107,21.0849,13.0988,22.2940,13.7634,20.4844,12.4298,6.6753,1.9934,6.0951,1.9640,1.8422,0.7336,20.2419,13.9690,15.2893,15.4182,59.0183,23.4712,23.6392,188.7420,22.8937,22.7453,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:46:00,0.2667,4200.0000,0.0000,0.0000,81.8182,2.0187,1.1134,291.3361,33.0574,1.6667,18.7669,20.4000,16.1873,74.9922,74.9922,74.9922,2.7492,68.8788,40.4411,50.0888,28.3920,66.3562,-25.0477,117.5971,100.0000,22.2986,-0.3256,24.7901,65.5033,22.7257,-0.3359,49.9493,22.4579,44.7379,24.1906,48.6913,22.6020,22.4141,0.0078,28.2112,100.0000,32.0000,0.7188,288.8558,0.0000,1121.0667,11.0000,32.0000,28.7630,0.0755,67.8412,22.8415,-83.8536,1.8452,164.4311,102.4156,32.0000,33.3333,34.0286,3.9761,1.3107,21.0864,13.0739,22.3735,13.7431,20.5638,12.4158,6.0173,1.7629,6.6228,2.0485,1.8110,0.7309,20.1097,13.9312,15.5325,16.1280,63.1109,23.6073,23.8792,191.4602,22.9428,22.6637,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:47:00,0.2833,4200.0000,0.0000,0.0000,81.8182,1.9788,1.3439,287.9408,33.7029,0.0000,24.0313,24.0000,18.7192,74.9922,74.9922,74.9922,2.5664,64.3215,40.7176,50.8683,29.6624,65.7238,-27.9676,121.8374,100.0000,22.2352,-0.3359,24.8003,65.4288,22.7845,-0.3359,49.9436,22.4618,44.1290,24.4629,48.4742,22.7264,22.4500,0.0099,28.2366,100.0000,32.0000,0.7188,288.7965,0.0000,1121.0333,11.0000,32.0000,28.7613,0.0035,68.1392,22.8779,-84.0777,1.9774,167.0393,102.4165,32.0000,33.5000,34.1953,4.5960,1.4895,21.1141,13.0660,22.3620,13.7243,20.5052,12.3892,7.1092,2.0062,6.9518,2.2724,1.8235,0.7302,20.1316,13.9200,15.6153,16.9248,60.1243,23.7664,24.0766,192.0679,23.0829,22.7075,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:48:00,0.3000,4200.0000,0.0000,0.0000,81.8182,1.9433,1.3441,284.0829,34.0059,0.8333,24.0262,24.0000,18.2584,74.9922,74.9922,74.9922,3.4297,69.8301,41.4959,53.2164,31.1063,65.5597,-24.2638,125.5784,100.0000,22.2297,-0.3359,24.8240,65.3705,22.7888,-0.3359,49.9484,22.4705,43.5880,24.6820,48.4492,22.6850,22.4832,0.0083,28.2467,100.0000,32.0000,0.7188,289.3466,0.0000,1121.1000,11.0000,32.0000,28.7664,0.0652,68.4025,22.9070,-84.4762,1.8858,169.8784,102.4152,32.0000,33.5000,34.1953,4.6904,1.4882,21.1960,13.0358,22.5153,13.7156,20.6383,12.3961,5.3863,1.5576,8.1357,2.2677,1.8311,0.7318,19.9723,13.9014,16.0930,18.3170,60.8159,23.8134,24.2303,195.8624,22.9649,22.7162,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:49:00,0.3167,4200.0000,0.0000,0.0000,81.8182,1.9093,0.7918,286.2116,33.7026,0.8333,-1.4081,-4.8000,11.5504,74.9922,74.9922,74.9922,3.8573,73.4094,44.6574,63.8411,28.1749,71.6083,-22.9107,129.0527,100.0000,22.2080,-0.3359,24.8612,65.3428,22.8165,-0.3359,49.9399,22.4798,43.0697,24.9286,48.3158,22.7875,22.4526,0.0073,28.2673,100.0000,32.0000,0.7188,292.0340,0.0000,1121.0000,11.0000,32.0000,28.7596,0.1372,68.6466,22.9327,-84.5548,1.8148,172.5020,102.4142,32.0000,33.5000,34.1953,2.9571,1.0374,21.0346,13.0585,22.3549,13.7247,20.6243,12.4042,4.3269,1.4041,5.4947,1.6353,1.8126,0.7324,19.9693,13.9269,16.3094,19.0802,66.0393,23.9218,24.3815,199.1883,23.0059,22.7081,0.0876,2.0999,0.1146,0.8697,0.0451,
2026-03-02 09:50:00,0.3333,4200.0000,0.0000,0.0000,81.8182,1.8632,1.3458,285.5084,34.1415,5.8333,-24.0363,-24.0000,19.4163,74.9922,74.9922,74.9922,2.7391,71.2659,45.4953,66.8438,27.9011,72.8728,-22.6154,132.4826,100.0000,22.2767,-0.3256,24.8815,65.2807,22.8552,-0.3359,49.9432,22.4908,42.4721,25.1717,48.0049,22.9229,22.4779,0.0083,28.2859,99.0562,32.0000,0.7188,291.2053,0.0000,1121.0000,11.0000,32.0000,28.7664,0.0138,68.8759,22.9568,-84.5168,1.7539,174.5866,102.4156,32.0000,33.5000,34.1953,4.6684,1.4896,21.0121,13.0719,22.3131,13.7402,20.5843,12.4147,5.6743,1.6625,5.6109,1.8660,1.8065,0.7320,20.1500,13.8896,16.6174,20.1910,67.5333,23.9526,24.5368,200.4500,23.2009,22.6898,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:51:00,0.3500,4200.0000,0.0000,0.0000,81.8182,1.3577,1.3438,287.9179,34.4405,0.0000,-24.0348,-24.0000,18.1719,74.9922,74.9922,74.9922,2.5055,69.6009,46.1986,69.5675,31.7536,70.6651,-23.5824,135.6365,100.0000,22.3517,-0.3359,24.8815,65.2128,22.8942,-0.3359,49.9407,22.5048,42.2663,25.1915,47.9019,22.9423,22.4802,0.0057,28.3089,73.0947,32.0000,0.7188,290.4273,0.0000,1121.0167,11.0000,32.0000,28.7596,0.0344,69.0702,22.9781,-84.5757,1.9367,176.3441,102.4133,32.0000,33.5000,34.1953,4.5751,1.4850,21.1005,13.0910,22.3941,13.7489,20.6290,12.4232,5.3362,1.6420,6.0484,1.8720,1.8213,0.7316,20.0285,11.9000,17.0581,21.2015,67.4683,23.9704,24.5875,201.8786,23.1591,22.6538,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:52:00,0.3667,4200.0000,0.0000,0.0000,81.8182,1.6847,1.0297,291.2361,34.6061,0.0000,-17.4060,-15.6000,14.0648,74.9922,74.9922,74.9922,2.6985,71.6513,46.8190,72.0748,32.7823,70.6464,-22.8194,138.5486,100.0000,22.3489,-0.3256,24.9188,65.1772,22.8937,-0.3359,49.9232,22.5118,41.9536,25.3371,47.8203,22.9470,22.5026,0.0104,28.3200,89.9456,32.0000,0.7188,289.2668,0.0000,1121.0333,11.0000,32.0000,28.7512,0.0858,69.2460,22.9970,-84.5616,1.8654,175.1616,102.4146,32.0000,33.5000,34.8620,3.6641,1.2184,21.1608,13.0704,22.4020,13.7396,20.5499,12.4111,6.2397,1.8124,7.2507,2.2197,1.7984,0.7319,20.1646,13.1701,17.5859,21.9829,68.0906,24.0533,24.7124,197.9257,23.1338,22.6684,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:53:00,0.3833,4200.0000,0.0000,0.0000,81.8182,1.8865,1.1038,286.7907,34.2718,0.0000,18.6146,20.4000,14.5364,74.9922,74.9922,74.9922,3.3994,78.2759,47.9746,77.0436,32.0649,72.5450,-23.1852,141.4883,100.0000,22.3657,-0.3359,24.9492,65.1468,22.9250,-0.3359,49.9227,22.5241,41.6133,25.4889,47.8162,22.9345,22.5279,0.0114,28.3349,100.0000,32.0000,0.7188,289.7756,0.0000,1121.0000,11.0000,32.0000,28.7580,0.0549,69.4148,23.0144,-84.7445,1.6827,173.9417,102.4158,32.0000,33.5000,35.1953,3.9508,1.2985,21.1740,13.0740,22.4690,13.7443,20.6211,12.4130,6.1177,1.6684,7.2463,2.3078,1.8196,0.7309,20.1061,13.9521,18.0285,22.8248,70.9168,24.0570,24.8101,196.4564,23.2638,22.7265,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:54:00,0.4000,4200.0000,0.0000,0.0000,81.8182,1.7601,1.3435,284.3267,34.8189,0.0000,24.0274,24.0000,17.1614,74.9922,74.9922,74.9922,3.7750,75.1827,48.9311,81.2335,31.1307,74.3700,-23.7147,144.3966,100.0000,22.3797,-0.3359,24.9323,65.0960,22.9733,-0.3359,49.9232,22.5408,41.0583,25.8465,47.7432,22.9708,22.5301,0.0073,28.3361,93.9467,32.0000,0.7188,291.4589,0.0000,1121.0000,11.0000,32.0000,28.7563,0.0961,69.5751,23.0466,-84.5551,2.0180,175.1249,102.4116,32.0000,33.5000,35.1953,4.6419,1.4880,21.0505,13.0532,22.2853,13.7125,20.5086,12.3892,6.0866,1.8199,6.1865,1.9578,1.8235,0.7319,20.1428,13.5078,18.3769,24.0407,69.1603,24.1809,25.1037,197.6648,23.1883,22.7290,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:55:00,0.4167,4200.0000,0.0000,0.0000,81.8182,1.3169,1.3435,285.0428,35.0555,0.0000,24.0250,24.0000,17.0715,74.9922,74.9922,74.9922,2.7899,77.0861,49.8409,85.5485,30.6552,75.8266,-24.4973,146.6589,100.0000,22.3661,-0.3153,24.9357,65.0441,23.0151,-0.3359,49.9264,22.5600,40.3674,26.2082,47.7353,22.9539,22.5272,0.0104,28.3492,70.9332,32.0000,0.7188,291.3063,0.0000,1121.0167,11.0000,32.0000,28.7613,0.0652,69.7484,23.0776,-84.6387,2.0382,176.4530,102.4137,32.0000,33.5000,35.1953,4.6677,1.4893,21.2085,13.0783,22.4175,13.7379,20.5408,12.4110,6.3462,1.9579,7.1444,2.2134,1.8219,0.7318,20.1664,11.7447,18.6865,25.3684,69.8031,24.2914,25.3621,198.8395,23.1947,22.8275,0.0953,2.3510,0.1212,0.8873,0.0466,
2026-03-02 09:56:00,0.4333,4200.0000,0.0000,0.0000,81.8182,1.7763,0.7889,290.9234,34.7746,0.8333,-1.1021,-4.8000,10.7782,74.9922,74.9922,74.9922,2.9219,75.8712,50.8837,90.7519,30.6442,77.0771,-23.4094,148.8189,100.0000,22.4393,-0.3359,25.0044,64.9629,23.0797,-0.3359,49.9355,22.5885,39.8380,26.4341,47.7152,22.9811,22.5691,0.0047,28.3598,94.8348,32.0000,0.7188,289.6955,0.0000,1121.0000,11.0000,32.0000,28.7596,0.0961,69.9024,23.1133,-84.6880,1.9977,175.1859,102.4116,32.0000,33.5000,35.1953,2.9277,1.0323,21.1383,13.0793,22.3965,13.7415,20.5562,12.4176,5.3850,1.6044,6.3599,1.9545,1.8179,0.7319,20.1074,13.5506,19.0693,26.2174,70.6577,24.3195,25.5119,196.0732,23.1831,22.8405,0.0953,2.3510,0.1212,0.8873,0.0466,
