time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-05-08 17:54:00,0.0000,,,,,-0.0000,0.0000,293.2846,26.8807,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.7033,33.4468,26.0454,21.3534,67.9108,32.7540,-44.6366,112.0531,100.0000,-181.5029,-0.3359,24.5917,65.3732,21.2531,-0.3359,50.1948,21.7606,43.7333,23.5958,49.6344,21.5735,22.1040,0.0266,27.7494,0.0000,100.0000,28.7613,-0.0685,53.1481,21.8754,-73.2465,-78.4896,25.6706,102.1963,30.0000,31.5000,30.7953,752.6856,1.2212,0.6967,0.0696,0.0237,0.8053,0.2748,4.6806,1.3854,5.3161,1.4896,1.5011,0.6888,0.2406,0.1742,2.8411,2.5935,88.4388,63.2505,32.2283,24.2031,23.3354,24.5944,21.2566,21.1708,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 17:55:00,0.0167,,,,,-0.0000,0.0000,299.2516,27.3663,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.6712,32.9113,25.0578,20.0947,65.0254,32.4837,-40.6595,110.7893,100.0000,-181.5057,-0.3359,24.6886,64.9205,21.0906,-0.3359,50.1669,21.7729,43.4124,23.6284,49.7902,21.3302,22.0780,0.0260,27.7581,0.0000,100.0000,28.7512,0.0241,52.9559,21.8838,-73.6816,-80.7785,25.3884,102.1939,30.0000,31.5000,31.1953,752.6528,1.2231,0.6928,0.0680,0.0235,0.7925,0.2737,4.7679,1.4270,5.1140,1.5356,1.5143,0.6873,0.2450,0.1770,2.8206,2.5685,87.4036,62.8298,31.8763,22.3463,22.9282,24.0683,20.8953,21.1096,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 17:56:00,0.0333,,,,,-0.0000,0.0000,299.6673,27.3476,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.6258,32.5488,24.6909,19.6451,64.8670,32.1393,-33.9443,110.2220,100.0000,-181.5001,-0.3359,24.6277,64.7640,20.9948,-0.3359,50.1500,21.7720,43.6871,23.4370,50.0376,21.1897,22.0697,0.0260,27.7732,0.0000,100.0000,28.7613,0.0344,52.8389,21.8952,-73.8018,-73.1173,25.1484,102.1932,30.0000,31.5000,31.1953,752.6602,1.2304,0.6960,0.0678,0.0233,0.7795,0.2737,5.4392,1.4647,5.8036,1.5635,1.5428,0.6877,0.2464,0.1783,2.8131,2.5587,86.5738,62.3722,31.5381,22.0998,22.7816,23.7788,20.7591,21.1461,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 17:57:00,0.0500,,,,,-0.0000,0.0000,298.9709,27.3138,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.8135,32.2490,24.4699,19.3795,64.9110,31.8949,-50.3049,109.3522,100.0000,-181.5230,-0.3256,24.6006,64.6583,20.9710,-0.3461,50.1383,21.7715,43.8824,23.3352,50.1943,21.1562,22.0724,0.0286,27.7444,0.0000,100.0000,28.7529,0.0344,52.7312,21.9034,-75.5072,-82.5186,24.9853,102.1853,30.0000,31.5000,31.1953,752.6808,1.2158,0.6939,0.0697,0.0235,0.8056,0.2746,4.5214,1.4219,4.6129,1.5206,1.5053,0.6857,0.2458,0.1779,2.7964,2.5421,85.9717,61.9189,31.2741,21.9704,22.6506,23.5766,20.7307,21.0970,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 17:58:00,0.0667,,,,,-0.0000,0.0000,298.4620,27.2952,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,40.7010,31.4132,23.2869,18.0261,62.6103,31.2936,-48.9924,108.5894,100.0000,-181.5029,-0.3359,24.6107,64.5159,20.9980,-0.3461,50.1449,21.7707,44.2982,23.1958,50.1300,21.2340,22.0503,0.0270,27.7327,0.0000,100.0000,28.7461,-0.0685,52.6282,21.8998,-72.0868,-83.3635,24.8424,102.1854,30.0000,31.5000,31.1953,752.6212,1.2393,0.6942,0.0695,0.0238,0.8375,0.2770,4.5844,1.4257,4.8144,1.5229,1.5238,0.6868,0.2446,0.1771,2.7930,2.5409,85.2807,61.5246,30.5945,21.9807,22.4576,23.4637,20.8211,21.1184,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 17:59:00,0.0833,,,,,-0.0000,0.0000,298.4533,27.1970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,38.9212,31.7953,24.0686,18.9047,65.6803,31.2629,-50.5902,107.7682,100.0000,-181.4973,-0.3359,24.6107,64.4645,20.9701,-0.3359,50.1302,21.7745,44.5081,23.1065,50.0754,21.1854,22.0307,0.0265,27.7443,0.0000,100.0000,28.7478,0.0446,52.5546,21.8926,-73.1936,-87.9624,24.7163,102.1872,30.0000,31.5000,31.1953,752.6587,1.2270,0.6926,0.0693,0.0237,0.8305,0.2773,5.4374,1.4765,5.9484,1.5838,1.5174,0.6855,0.2485,0.1793,2.7816,2.5258,84.3350,61.1182,30.7877,21.8629,22.4663,23.3369,20.7408,21.0776,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 18:00:00,0.1000,,,,,-0.0000,0.0000,296.6835,27.1632,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,41.3016,31.6172,23.9663,18.7856,65.2957,31.2581,-50.6003,106.9031,100.0000,-181.4724,-0.3359,24.5938,64.3940,20.9578,-0.3359,50.1288,21.7748,44.4368,23.1152,50.0718,21.1837,21.9530,0.0286,27.7629,0.0000,100.0000,28.7461,0.0549,52.4824,21.8727,-73.5949,-76.5257,24.5754,102.1884,30.0000,31.5000,31.1953,752.6147,1.2123,0.6895,0.0679,0.0235,0.7873,0.2737,4.9128,1.4286,5.5692,1.5407,1.4465,0.6800,0.2464,0.1773,2.7856,2.5401,83.4345,60.6800,30.6702,21.8169,22.4339,23.2175,20.7310,21.0994,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 18:01:00,0.1167,,,,,-0.0000,0.0000,296.4001,27.1615,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.1749,31.4452,23.8088,18.6031,65.2774,31.0968,-44.1897,105.9639,100.0000,-181.5029,-0.3256,24.5938,64.3387,21.0046,-0.3359,50.1240,21.7794,44.4526,23.1112,50.0814,21.1831,21.9227,0.0291,27.7430,0.0000,100.0000,28.7461,-0.0068,52.4419,21.8557,-74.2334,-84.5234,24.5198,102.1826,30.0000,31.5000,31.1953,752.6009,1.2083,0.6873,0.0678,0.0233,0.7842,0.2738,4.3054,1.4006,4.4371,1.4800,1.3630,0.6751,0.2430,0.1755,2.7814,2.5291,83.1106,60.2637,30.5175,21.7883,22.4123,23.1140,20.7214,21.0814,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 18:02:00,0.1333,,,,,-0.0000,0.0000,295.6882,27.1363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.5108,31.2736,23.7489,18.5340,65.6205,30.9417,-44.7694,105.3079,100.0000,-181.5030,-0.3256,24.5938,64.2682,21.0164,-0.3359,50.1098,21.7806,44.4934,23.1080,50.0178,21.1943,21.8421,0.0286,27.7672,0.0000,100.0000,28.7478,0.0344,52.3542,21.8413,-73.2500,-77.8173,24.4194,102.1764,30.0000,31.5000,31.1953,752.6230,1.1918,0.6866,0.0682,0.0235,0.7753,0.2722,5.2081,1.4446,5.5761,1.5431,1.4083,0.6766,0.2417,0.1741,2.7845,2.5311,82.1552,59.8395,30.3617,21.7313,22.4015,23.0534,20.7303,21.0457,0.0482,0.9126,0.1079,0.1253,0.1909,
2026-05-08 18:03:00,0.1500,,,,,-0.0000,0.0000,295.3720,27.1412,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.4517,31.7508,24.1715,19.0265,66.8997,31.0484,157.5462,104.2869,100.0000,-181.5060,-0.3359,24.5938,64.1992,21.1091,-0.3359,50.1044,21.7850,44.6573,23.0017,49.8969,21.3094,21.8277,0.0265,27.7747,0.0000,46.1877,28.7647,0.0652,52.7945,21.8541,-73.9283,153.7309,24.4004,102.1753,30.0000,31.5000,31.1953,752.6153,1.1947,0.6848,0.0670,0.0232,0.8057,0.2723,5.6976,1.5240,6.0645,1.6334,1.2623,0.4879,0.2417,0.1739,1.5297,1.3197,81.5121,59.4350,30.5838,21.6144,22.2049,22.8880,20.8902,21.0908,0.0482,0.9126,0.1079,0.1253,0.1909,
