time,elapsed_hr,mass_g,dry_rate_g_min,dry_rate_smooth_g_min,predicted_mc_pct,estimated_airflow_cfm,d201_motor_current,d201_motor_dc_bus_voltage,d201_motor_igbt_temperature,d201_motor_power,d201_motor_speed,d201_motor_speed_setpoint,d201_motor_torque_percent,d202_oil_heater_controller_pwm_1,d202_oil_heater_controller_pwm_2,d202_oil_heater_controller_pwm_3,d204_process_vessel_inlet_gauge_pressure,d205_process_vessel_outlet_temperature_1,d206_process_vessel_outlet_dew_point,d206_process_vessel_outlet_mixing_ratio,d206_process_vessel_outlet_relative_humidity,d206_process_vessel_outlet_temperature_2,d207_process_vessel_outlet_gauge_pressure,d208_jacket_oil_temperature,d301_cooling_fan_controller_pwm,d302_condenser_inlet_temperature,d303_condenser_inlet_gauge_pressure,d304_condenser_outlet_temperature_1,d305_condenser_outlet_relative_humidity,d305_condenser_outlet_temperature_2,d306_condenser_outlet_gauge_pressure,d307_ambient_relative_humidity,d307_ambient_temperature,d308_cooling_air_inlet_relative_humidity,d308_cooling_air_inlet_temperature,d309_cooling_air_outlet_relative_humidity,d309_cooling_air_outlet_temperature,d310_condensate_temperature,d311_condensate_drum_inlet_flow,d311_condensate_drum_inlet_temperature,d401_air_heater_controller_pwm,d402_blower_fan_controller_setpoint,d403_blower_fan_inlet_temperature_1,d404_blower_fan_inlet_gauge_pressure,d405_blower_inlet_relative_humidity,d405_blower_inlet_temperature_2,d406_system_airflow,d407_air_heater_outlet_gauge_pressure,d408_air_heater_outlet_temperature,d409_barometric_pressure_kpa,internal_chip_temperature__lb1_air_handler,internal_chip_temperature__lb1_condenser,internal_chip_temperature__lb1_process_vessel,condenser_out__airflow,current__ch0_peak,current__ch0_rms,current__ch1_peak,current__ch1_rms,current__ch2_peak,current__ch2_rms,current__ch3_peak,current__ch3_rms,current__ch4_peak,current__ch4_rms,current__ch5_peak,current__ch5_rms,current__ch6_peak,current__ch6_rms,current__ch7_peak,current__ch7_rms,thermocouples__ch0,thermocouples__ch1,thermocouples__ch2,thermocouples__ch3,thermocouples__ch4,thermocouples__ch5,thermocouples__ch6,thermocouples__ch7,motor_kwh,oil_kwh,cooling_kwh,blower_kwh,air_kwh,total_kwh_per_kg
2026-04-20 08:41:50,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 08:42:00,0.0028,0.0000,0.0000,0.0000,81.8182,-0.0000,0.0000,295.4855,24.6953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3219,21.5512,18.5005,13.3223,86.4256,20.8524,-0.9553,21.6121,0.0000,-181.3660,-0.3359,22.2799,90.6310,20.7958,-0.3461,42.4233,20.9684,41.2734,20.7188,41.6742,20.7405,20.5394,-0.0338,26.5629,0.0000,0.0000,28.7461,-0.0891,70.8723,20.4563,-63.3919,2.4242,21.2468,101.7400,30.0000,32.5000,29.1953,124.7707,0.9914,0.5184,0.1275,0.0694,0.7084,0.2760,0.6041,0.5603,0.7935,0.2867,0.7343,0.3316,0.2337,0.1735,0.4526,0.4005,-9999.0000,-9999.0000,20.7525,21.4424,20.3671,20.6577,21.0126,21.2897,0.0377,2.3361,0.1019,0.0899,0.3157,
2026-04-20 08:42:50,0.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 08:43:00,0.0194,12.5000,12.5000,6.2500,81.8130,0.0000,1.2531,282.0324,25.6673,86.6667,19.4427,21.2000,38.8706,68.3319,68.3319,68.3319,4.3456,18.3651,15.0448,10.6850,76.7726,19.2424,25.8464,24.0543,93.3333,-181.4480,-0.3359,22.3104,75.5243,20.2993,-0.3359,42.4229,20.9488,41.5862,20.4895,41.9523,20.4861,20.4408,-0.0333,26.4952,44.5827,46.5133,28.7512,-0.0171,69.9592,20.4103,-58.5453,1.9875,21.6750,101.7369,30.0000,32.5000,29.1953,373.0709,1.2831,0.5386,18.2212,11.3516,60.6979,36.2037,4.2339,1.3459,4.2980,1.3552,19.8367,9.2781,18.4764,8.8735,1.9224,1.5897,-9543.4273,-9999.0000,18.8130,21.1948,20.3739,22.6488,20.7854,21.6026,0.0377,2.3361,0.1019,0.0899,0.3157,
2026-04-20 08:43:50,0.0333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 08:44:00,0.0361,-2.1429,-14.6429,-0.7143,81.8191,,1.4143,281.5668,27.0740,100.0000,24.0301,24.0000,38.6421,85.0000,85.0000,85.0000,3.9378,18.0072,14.2287,10.1038,81.3827,17.4556,23.3633,40.8331,100.0000,-181.4672,-0.3359,22.5451,68.6051,19.8969,-0.3359,42.4303,20.9202,42.4240,20.0283,42.7668,20.0185,20.3978,-0.0343,26.4849,50.0000,39.9766,28.7393,0.0138,69.3801,20.3589,-54.9884,2.0483,26.9988,101.7384,30.0000,32.5000,29.1953,255.6505,1.2910,0.5387,21.0056,13.7112,68.2439,43.4557,5.1507,1.5002,5.7197,1.6183,21.0060,10.2407,19.9328,9.8521,1.6579,1.4196,-7799.5577,-9999.0000,18.2996,20.4835,20.1515,36.6141,20.4560,21.5204,0.0377,2.3361,0.1019,0.0899,0.3157,
2026-04-20 08:44:50,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 08:45:00,0.0528,-1.7857,0.3571,-0.4464,81.8189,238.5398,1.3942,284.0964,27.8036,100.0000,24.0254,24.0000,33.6738,85.0000,85.0000,85.0000,3.8867,22.5315,15.4144,10.9173,76.4273,19.6994,22.3361,56.2902,100.0000,-181.4783,-0.3256,22.6107,66.5029,19.8242,-0.3359,42.4311,20.8908,42.6757,20.0186,43.1680,19.8716,20.3095,-0.0333,26.4983,50.0000,39.9766,28.7410,-0.0273,68.9660,20.2995,-51.4158,1.9159,36.4370,101.7422,30.0000,32.5000,29.1953,272.6965,1.2891,0.5410,20.9470,13.6935,67.7777,43.3111,5.4040,1.5102,5.7486,1.5459,20.9675,10.1851,19.8404,9.7992,1.6615,1.4179,-8194.8259,-9999.0000,20.7691,20.0737,20.0485,53.2333,20.1289,21.1315,0.0377,2.3361,0.1019,0.0899,0.3157,
2026-04-20 08:45:50,0.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-20 08:46:00,0.0694,-2.5000,-0.7143,-0.5000,81.8192,110.4052,0.8097,286.9240,27.8814,38.3333,-2.5513,-6.0000,16.7120,85.0000,85.0000,85.0000,4.0087,25.5902,16.3355,11.5954,67.5061,22.6774,21.7151,68.4604,100.0000,-181.4809,-0.3359,22.7055,64.9025,19.8269,-0.3359,42.4564,20.8588,42.6863,20.0794,43.3492,19.9234,20.2883,-0.0333,26.4928,50.0000,39.9766,28.7444,-0.0788,68.6404,20.2474,-48.1339,2.2922,45.3216,101.7426,30.0000,32.5000,30.0286,271.6112,1.2437,0.5416,20.9418,13.7091,66.1494,42.9547,5.4416,1.5764,5.9243,1.6228,20.8766,10.1599,19.7858,9.7693,1.6483,1.4160,-6994.0035,-9999.0000,23.4415,19.9440,20.0449,66.3026,20.1848,21.0082,0.0377,2.3361,0.1019,0.0899,0.3157,
